contig la lo p.values contigs.null isogroup adj.p
c018263 -2117.882441 -2118.218227 0.412504072643577 c018263 isogroup=14181 1
c018272 -2893.57057 -2893.814969 0.484463979572371 c018272 isogroup=11059 1
c018273 -3157.271423 -3161.739013 0.00279729901195602 c018273 isogroup=8940 0.187784693802617
c018276 -3137.028018 -3138.548628 0.0811748890381723 c018276 isogroup=14186 0.717462314640837
c018280 -2828.999343 -2828.999343 1 c018280 isogroup=14189 1
c018292 -3588.323328 -3588.692444 0.390227820797583 c018292 isogroup=14206 1
c018297 -3410.227951 -3410.227951 1 c018297 isogroup=14213 1
c018299 -2447.431807 -2447.431807 1 c018299 isogroup=14214 1
c018302 -2696.076916 -2696.776462 0.236875658581576 c018302 isogroup=14196 1
c018309 -3878.499289 -3878.499289 1 c018309 isogroup=14221 1
c018313 -3148.905843 -3148.905981 0.986745155866209 c018313 isogroup=12541 1
c018314 -3133.406055 -3133.406055 1 c018314 isogroup=14220 1
c018315 -864.694551 -864.694556 0.99747687168638 c018315 isogroup=14232 1
c018316 -3261.794932 -3261.794932 1 c018316 isogroup=14233 1
c018317 -2250.073655 -2251.237581 0.12707712266849 c018317 isogroup=14227 0.833380379995685
c018323 -2120.841557 -2120.859628 0.84922254687516 c018323 isogroup=14223 1
c018330 -2686.707767 -2686.707767 1 c018330 isogroup=14247 1
c018331 -645.448157 -645.448157 1 c018331 isogroup=14462 1
c018333 -1193.199587 -1189.04485 1 c018333 isogroup=14453 1
c018334 -4314.157697 -4317.309638 0.0120473865727673 c018334 isogroup=14243 0.316437283361316
c018335 -1484.20331 -1484.203314 0.997743244677665 c018335 isogroup=14245 1
c018336 -1456.920449 -1456.920449 1 c018336 isogroup=14236 1
c018339 -1604.323689 -1604.325462 0.952515396086778 c018339 isogroup=14237 1
c018343 -2793.818125 -2795.635351 0.0565952332809723 c018343 isogroup=9772 0.619422750712442
c018346 -2428.022792 -2428.022792 1 c018346 isogroup=14251 1
c018347 -2588.118955 -2588.118955 1 c018347 isogroup=14257 1
c018353 -2872.552558 -2873.132944 0.281305491964542 c018353 isogroup=14260 1
c018357 -2088.184724 -2088.184724 1 c018357 isogroup=14280 1
c018359 -1589.348573 -1590.01181 0.249433466809328 c018359 isogroup=14278 1
c018360 -4302.479582 -4302.479769 0.984570608748553 c018360 isogroup=14262 1
c018366 -2612.298698 -2612.298698 1 c018366 isogroup=14269 1
c018369 -5706.786358 -5707.235465 0.343261055182434 c018369 isogroup=14265 1
c018373 -2136.116614 -2136.388014 0.461274626655531 c018373 isogroup=14264 1
c018374 -4030.916274 -4030.916274 1 c018374 isogroup=14289 1
c018375 -3426.924821 -3426.924821 1 c018375 isogroup=14292 1
c018379 -3116.168237 -3116.168237 1 c018379 isogroup=14290 1
c018380 -4126.969489 -4126.969489 1 c018380 isogroup=12418 1
c018388 -5139.00857 -5139.276002 0.464569080592066 c018388 isogroup=14281 1
c018394 -1390.049694 -1390.049694 1 c018394 isogroup=14302 1
c018395 -6409.20477 -6409.206302 0.955856912326861 c018395 isogroup=13163 1
c018396 -1582.868595 -1582.868595 1 c018396 isogroup=14304 1
c018400 -4879.98711 -4879.987132 0.994707471362836 c018400 isogroup=14300 1
c018403 -1641.487103 -1641.91002 0.35773355674097 c018403 isogroup=14306 1
c018405 -4173.477168 -4173.477168 1 c018405 isogroup=14815 1
c018408 -3459.311371 -3462.218257 0.0159011522761792 c018408 isogroup=14309 0.358946670392607
c018409 -3559.408496 -3559.820118 0.364233400588511 c018409 isogroup=14305 1
c018410 -1947.294288 -1948.770371 0.0857625420441447 c018410 isogroup=14308 0.725590666668377
c018411 -3801.942443 -3802.253527 0.430242782806554 c018411 isogroup=14312 1
c018417 -2166.304531 -2167.753779 0.0886622423025527 c018417 isogroup=11151 0.728519912551615
c018418 -3631.79713 -3631.79713 1 c018418 isogroup=14322 1
c018422 -1557.224189 -1557.224189 1 c018422 isogroup=14314 1
c018423 -2162.202511 -2163.465388 0.112001233100867 c018423 isogroup=14317 0.798309968895906
c018428 -1942.912892 -1942.912892 1 c018428 isogroup=14320 1
c018429 -2234.503661 -2234.624267 0.623332111740457 c018429 isogroup=14325 1
c018433 -2573.051367 -2573.051367 1 c018433 isogroup=14329 1
c018434 -3289.398073 -3289.636673 0.489693346410061 c018434 isogroup=14614 1
c018440 -2582.139437 -2582.43481 0.442130790056958 c018440 isogroup=14334 1
c018443 -1816.406351 -1816.406351 1 c018443 isogroup=14341 1
c018445 -3582.737674 -3583.13048 0.375430267087866 c018445 isogroup=14574 1
c018449 -863.014252 -863.086905 0.703062089844735 c018449 isogroup=14342 1
c018451 -2404.097662 -2407.541139 0.00868270990544753 c018451 isogroup=14346 0.282215548857125
c018455 -2408.989061 -2408.989057 1 c018455 isogroup=14338 1
c018458p -2051.341039 -2051.341031 1 c018458p isogroup=26027 1
c018464 -3819.850179 -3821.379672 0.0802917606519627 c018464 isogroup=14649 0.713388126000267
c018465 -1022.84247 -1022.84247 1 c018465 isogroup=14354 1
c018467 -3192.955585 -3192.955585 1 c018467 isogroup=14360 1
c018479 -3938.601504 -3938.601504 1 c018479 isogroup=14362 1
c018481 -1883.488569 -1884.18553 0.237743882785093 c018481 isogroup=14372 1
c018484 -3980.505528 -3980.506636 0.962453923234073 c018484 isogroup=14379 1
c018486 -4485.010581 -4486.327419 0.104619242459002 c018486 isogroup=11412 0.769179842016042
c018487 -2110.163607 -2110.339008 0.553659488080548 c018487 isogroup=14374 1
c018491 -926.100032 -926.100032 1 c018491 isogroup=14361 1
c018496 -2707.592903 -2713.235644 0.000781155491520662 c018496 isogroup=14387 0.0901488545326822
c018499 -3359.013707 -3362.038785 0.0139050683351718 c018499 isogroup=14385 0.336200675398856
c018500 -3794.486332 -3794.486325 1 c018500 isogroup=14389 1
c018510 -3287.781584 -3287.83046 0.754544183627486 c018510 isogroup=14398 1
c018512 -4054.493522 -4055.46378 0.163612518585236 c018512 isogroup=14640 0.919196209595721
c018514 -2679.742703 -2679.744378 0.953844863673444 c018514 isogroup=14397 1
c018522 -791.711372 -791.711372 1 c018522 isogroup=14421 1
c018525 -2455.486524 -2455.64787 0.569994325152271 c018525 isogroup=14417 1
c018528 -6256.445917 -6256.445917 1 c018528 isogroup=14419 1
c018530 -4255.547387 -4257.620376 0.0417335407232742 c018530 isogroup=14414 0.542588856669303
c018531 -1644.931278 -1649.862414 0.00168702639220892 c018531 isogroup=14410 0.136991858697153
c018535 -1999.287383 -1999.663836 0.385557730769144 c018535 isogroup=14408 1
c018536 -3270.051955 -3270.945738 0.181223003050246 c018536 isogroup=14413 0.956096277659568
c018541 -2318.810006 -2319.775245 0.164706158782155 c018541 isogroup=14772 0.920395379316554
c018543 -3234.576718 -3234.942644 0.392283541134197 c018543 isogroup=14424 1
c018551 -3775.003628 -3775.003628 1 c018551 isogroup=12220 1
c018553 -5436.249234 -5436.249234 1 c018553 isogroup=11517 1
c018554 -2318.976023 -2318.976023 1 c018554 isogroup=14439 1
c018555 -3798.532479 -3798.90635 0.387192069899356 c018555 isogroup=14441 1
c018558 -827.108118 -827.108118 1 c018558 isogroup=9300 1
c018559 -1003.465783 -1003.948685 0.325728883327514 c018559 isogroup=14437 1
c018561 -3542.221375 -3542.221375 1 c018561 isogroup=14432 1
c018576 -3529.648526 -3530.934441 0.108781824772936 c018576 isogroup=14452 0.784619467867152
c018578 -2976.767631 -2976.767631 1 c018578 isogroup=14971 1
c018585 -1596.372467 -1596.542004 0.560364214922321 c018585 isogroup=14456 1
c018591 -3182.512449 -3182.959797 0.344207901106254 c018591 isogroup=14468 1
c018592 -1574.657784 -1574.657784 1 c018592 isogroup=14474 1
c018601 -3125.319152 -3125.319152 1 c018601 isogroup=14465 1
c018606 -3658.839464 -3658.839464 1 c018606 isogroup=14490 1
c018607 -1785.170763 -1785.170763 1 c018607 isogroup=14483 1
c018612 -2674.629454 -2677.124991 0.0254783904974344 c018612 isogroup=14487 0.445856699992931
c018616 -4909.155264 -4909.967966 0.202339920265515 c018616 isogroup=14486 1
c018629 -4199.273427 -4203.283608 0.00462543240710719 c018629 isogroup=14494 0.226414644658706
c018637 -4414.904176 -4414.90426 0.989658523655558 c018637 isogroup=14507 1
c018638 -2784.883125 -2784.883125 1 c018638 isogroup=14513 1
c018639 -2104.127848 -2104.127848 1 c018639 isogroup=9891 1
c018642 -1913.063281 -1921.461494 4.16116003011622e-05 c018642 isogroup=14505 0.013786862796556
c018644 -2580.802673 -2579.427142 1 c018644 isogroup=7894 1
c018647 -3264.136299 -3264.136299 1 c018647 isogroup=14862 1
c018648 -1236.147508 -1236.379774 0.49551351862479 c018648 isogroup=7198 1
c018652 -3837.548441 -3839.941648 0.0286850872475324 c018652 isogroup=14514 0.464707462333446
c018661 -1056.376341 -1056.376341 1 c018661 isogroup=14526 1
c018662 -7326.513985 -7326.930458 0.361422043396204 c018662 isogroup=14531 1
c018664 -2935.849758 -2936.977223 0.133189478135707 c018664 isogroup=14528 0.851014157857656
c018665 -3499.576468 -3499.755843 0.549201274331324 c018665 isogroup=14524 1
c018674 -4432.082848 -4432.11566 0.797818169204011 c018674 isogroup=14533 1
c018678 -2774.843377 -2774.843377 1 c018678 isogroup=14534 1
c018679 -2144.365046 -2144.365046 1 c018679 isogroup=14532 1
c018693 -438.070245 -438.070245 1 c018693 isogroup=14558 1
c018709 -1996.378226 -1996.590766 0.514413045720975 c018709 isogroup=14565 1
c018713 -1468.681894 -1469.029085 0.40467788732862 c018713 isogroup=14567 1
c018714 -1196.146373 -1196.146386 0.995931588707587 c018714 isogroup=5871 1
c018716 -4115.666512 -4116.348314 0.242913852223788 c018716 isogroup=14569 1
c018723 -2857.737371 -2857.737371 1 c018723 isogroup=13277 1
c018728 -2363.34249 -2366.076802 0.0193608631453327 c018728 isogroup=14578 0.390750624371287
c018733 -3258.053208 -3258.067634 0.865121210666753 c018733 isogroup=14580 1
c018735 -3166.140343 -3166.140343 1 c018735 isogroup=14582 1
c018745 -1366.196041 -1366.196041 1 c018745 isogroup=14608 1
c018752 -2720.232 -2720.232 1 c018752 isogroup=14879 1
c018754 -2304.832029 -2305.759844 0.173130009314909 c018754 isogroup=14602 0.939365201095315
c018757 -1246.353894 -1246.357644 0.930987446560903 c018757 isogroup=14597 1
c018758 -3119.016234 -3119.016234 1 c018758 isogroup=9238 1
c018774 -2111.116287 -2111.116287 1 c018774 isogroup=14627 1
c018778 -3100.501917 -3100.501917 1 c018778 isogroup=14611 1
c018782 -3501.916488 -3501.916488 1 c018782 isogroup=14637 1
c018786 -3353.922536 -3353.922536 1 c018786 isogroup=14631 1
c018787 -5401.016033 -5402.853152 0.0552595074465283 c018787 isogroup=14634 0.615586118203137
c018788 -2222.162854 -2222.162854 1 c018788 isogroup=14632 1
c018790 -2097.849258 -2097.849258 1 c018790 isogroup=14638 1
c018795 -4530.244293 -4530.245312 0.963992360154974 c018795 isogroup=14643 1
c018800 -2212.26601 -2212.26601 1 c018800 isogroup=14647 1
c018808 -2433.220841 -2433.220841 1 c018808 isogroup=14664 1
c018813 -3224.069002 -3224.069002 1 c018813 isogroup=14662 1
c018819 -5543.785769 -5544.87616 0.139743441299897 c018819 isogroup=14678 0.862044976331077
c018820 -1826.248618 -1826.248618 1 c018820 isogroup=9852 1
c018821 -2194.534629 -2194.534629 1 c018821 isogroup=14677 1
c018825 -2220.671155 -2220.671155 1 c018825 isogroup=14675 1
c018831 -2185.246998 -2185.246998 1 c018831 isogroup=14666 1
c018836 -3327.403777 -3327.417094 0.870361545127812 c018836 isogroup=14688 1
c018841 -4467.619015 -4467.810159 0.536381274038301 c018841 isogroup=14974 1
c018842 -3362.256706 -3362.256706 1 c018842 isogroup=14691 1
c018843 -5648.980762 -5648.980762 1 c018843 isogroup=14689 1
c018850 -2834.759885 -2835.113319 0.4004855248558 c018850 isogroup=14686 1
c018854 -3169.258898 -3169.259052 0.985997901572824 c018854 isogroup=14703 1
c018858 -3385.527975 -3385.527975 1 c018858 isogroup=9885.1 1
c018862 -1504.855613 -1505.046776 0.536361021911435 c018862 isogroup=14700 1
c018868 -2588.335314 -2588.335314 1 c018868 isogroup=9336 1
c018869 -3090.316019 -3090.884839 0.286151560227776 c018869 isogroup=14998 1
c018870 -2012.428972 -2012.694775 0.465932445300069 c018870 isogroup=14714 1
c018877 -1169.929581 -1169.929716 0.986890008785144 c018877 isogroup=14718 1
c018879 -2015.538753 -2015.538755 0.998404231944254 c018879 isogroup=14716 1
c018883 -5173.255067 -5173.255067 1 c018883 isogroup=14737 1
c018899 -2280.570101 -2280.570102 0.998871621018033 c018899 isogroup=14753 1
c018900 -1218.093347 -1218.093347 1 c018900 isogroup=14744 1
c018903 -2832.091469 -2832.091469 1 c018903 isogroup=14742 1
c018909 -1003.014654 -1003.014654 1 c018909 isogroup=14739 1
c018911 -2553.45261 -2553.605343 0.580475848335733 c018911 isogroup=14749 1
c018912 -3861.25446 -3861.25086 1 c018912 isogroup=5642 1
c018922 -2523.723186 -2523.723186 1 c018922 isogroup=13857.1 1
c018925 -2155.500423 -2155.500423 1 c018925 isogroup=14763 1
c018930 -1654.631331 -1655.419873 0.209181220227201 c018930 isogroup=9777 1
c018937 -3649.576278 -3649.576278 1 c018937 isogroup=14767 1
c018939 -1171.199836 -1171.199836 1 c018939 isogroup=14787 1
c018940 -3574.79771 -3574.810738 0.871763631303928 c018940 isogroup=15153 1
c018951 -894.327675 -895.046755 0.230437324636736 c018951 isogroup=14771 1
c018956 -1975.340931 -1975.862644 0.307026011479049 c018956 isogroup=14779 1
c018957 -2145.864196 -2148.476497 0.0222695421512876 c018957 isogroup=1996 0.419571149497676
c018965 -3846.907072 -3846.907072 1 c018965 isogroup=14797 1
c018981 -1406.608495 -1407.130342 0.306963898841069 c018981 isogroup=14804 1
c018990 -1598.584417 -1598.584417 1 c018990 isogroup=14818 1
c018992 -2846.709384 -2846.709384 1 c018992 isogroup=14817 1
c018996 -2200.102016 -2202.231422 0.0390472196110143 c018996 isogroup=14819 0.528397882246018
c019004 -1203.304737 -1203.347142 0.770881870418919 c019004 isogroup=14828 1
c019012 -379.812343 -379.830773 0.847750365161312 c019012 isogroup=14839 1
c019028 -3689.068516 -3689.475894 0.366717863254959 c019028 isogroup=15076 1
c019034 -5686.53267 -5686.78874 0.474213931027483 c019034 isogroup=14849 1
c019046 -1873.017791 -1873.186399 0.561440624502544 c019046 isogroup=14866 1
c019049 -3547.844335 -3547.844335 1 c019049 isogroup=14865 1
c019050 -1822.944022 -1824.26232 0.104427075387154 c019050 isogroup=14863 0.769179842016042
c019058 -2832.010378 -2832.169001 0.573267417583404 c019058 isogroup=14878 1
c019059 -2102.928414 -2102.928414 1 c019059 isogroup=14881 1
c019066 -2808.710934 -2809.646475 0.171351208147942 c019066 isogroup=14894 0.935419842181188
c019071 -2735.034682 -2735.034682 1 c019071 isogroup=14882 1
c019074 -1748.57018 -1748.630908 0.727460674002635 c019074 isogroup=15160 1
c019078 -817.538194 -817.538194 1 c019078 isogroup=14898 1
c019079 -3745.268137 -3748.334866 0.0132647180901087 c019079 isogroup=14905 0.331488855239674
c019080 -3912.954215 -3912.954215 1 c019080 isogroup=14909 1
c019084 -6309.645215 -6309.855035 0.517116731928601 c019084 isogroup=4472 1
c019090 -3556.909039 -3557.319226 0.365070839723896 c019090 isogroup=14912 1
c019092 -7381.517895 -7381.517895 1 c019092 isogroup=14913 1
c019098 -3710.914932 -3710.929301 0.865385393041216 c019098 isogroup=14910 1
c019099 -4301.159887 -4301.159887 1 c019099 isogroup=14915 1
c019104 -2640.115449 -2641.457464 0.101358929793144 c019104 isogroup=14924 0.763798655836674
c019105 -2364.958485 -2364.958485 1 c019105 isogroup=14936 1
c019110 -2866.782552 -2866.782552 1 c019110 isogroup=14934 1
c019112 -2706.140308 -2709.609228 0.00843909607254313 c019112 isogroup=14932 0.28132054042421
c019114 -2723.690106 -2725.47841 0.0585986899826537 c019114 isogroup=14931 0.623112161024259
c019122 -4763.285158 -4764.030715 0.222043696881393 c019122 isogroup=14944 1
c019128 -1747.674171 -1747.674171 1 c019128 isogroup=14958 1
c019131 -1710.408077 -1710.467315 0.730693304304221 c019131 isogroup=14950 1
c019133 -3576.156076 -3576.156076 1 c019133 isogroup=14948 1
c019135 -1708.232967 -1708.232967 1 c019135 isogroup=14959 1
c019138 -2847.38782 -2847.38782 1 c019138 isogroup=14960 1
c019141 -3562.402074 -3562.406586 0.924319007524072 c019141 isogroup=14962 1
c019143 -2106.219658 -2106.219658 1 c019143 isogroup=14961 1
c019147 -2181.990297 -2182.187749 0.529732849154061 c019147 isogroup=11239 1
c019151 -2502.466669 -2504.145039 0.0669304424789737 c019151 isogroup=11409 0.665251104155626
c019154 -3676.69142 -3681.792633 0.001402560205816 c019154 isogroup=14968 0.126307154639034
c019157 -3569.515785 -3569.515785 1 c019157 isogroup=14976 1
c019161 -1587.300884 -1587.300884 1 c019161 isogroup=14987 1
c019170 -2965.325988 -2965.325988 1 c019170 isogroup=14985 1
c019180 -935.03934 -935.308862 0.462829194073663 c019180 isogroup=14999 1
c019182 -4425.084086 -4425.084086 1 c019182 isogroup=15009 1
c019184 -1636.944043 -1636.944043 1 c019184 isogroup=15008 1
c019185 -2249.617221 -2250.154918 0.299730239533752 c019185 isogroup=15005 1
c019189 -3651.710677 -3651.710677 1 c019189 isogroup=15000 1
c019198 -1468.963458 -1468.963458 1 c019198 isogroup=4799 1
c019202 -2249.9453 -2249.953012 0.901162149743235 c019202 isogroup=15014 1
c019206 -4856.152836 -4856.240317 0.675739053557823 c019206 isogroup=15347 1
c019210 -4163.467609 -4163.683508 0.511108013374867 c019210 isogroup=15021 1
c019211 -2875.991064 -2876.912099 0.174708524273558 c019211 isogroup=15027 0.942948635214774
c019212 -2495.616104 -2495.689092 0.702410884707195 c019212 isogroup=15020 1
c019221 -1504.799297 -1504.85335 0.742310817335835 c019221 isogroup=15041 1
c019225 -1895.468049 -1895.988855 0.307446859529086 c019225 isogroup=14052.1 1
c019227 -1507.106359 -1508.031222 0.173815265544105 c019227 isogroup=15042 0.942010840449763
c019229 -3733.16022 -3733.16022 1 c019229 isogroup=15047 1
c019239 -2433.15601 -2433.15601 1 c019239 isogroup=10546 1
c019241 -3910.46861 -3910.546076 0.693866025642727 c019241 isogroup=15053 1
c019247 -1804.988416 -1805.784637 0.206977586844527 c019247 isogroup=15065 1
c019256 -1452.511675 -1452.511675 1 c019256 isogroup=15070 1
c019261 -5292.417648 -5293.019095 0.272744027248482 c019261 isogroup=15079 1
c019262 -3766.928634 -3766.985007 0.737039253103552 c019262 isogroup=15338 1
c019264 -1497.512763 -1497.512763 1 c019264 isogroup=15072 1
c019265 -2680.204386 -2680.204386 1 c019265 isogroup=15068 1
c019270 -2470.418905 -2470.59272 0.55545780534101 c019270 isogroup=15074 1
c019276 -3008.108051 -3008.108051 1 c019276 isogroup=15096 1
c019280 -1836.188443 -1836.188443 1 c019280 isogroup=15093 1
c019287 -2769.177853 -2769.179086 0.96039426001934 c019287 isogroup=15256 1
c019296 -3209.441926 -3209.441926 1 c019296 isogroup=15455 1
c019297 -2985.057954 -2985.408497 0.402419022962864 c019297 isogroup=15418 1
c019299 -4421.557784 -4422.404078 0.193260164878938 c019299 isogroup=15104 0.98549455627995
c019302 -3630.605357 -3630.605357 1 c019302 isogroup=15114 1
c019303 -3583.769554 -3583.841504 0.704434260123079 c019303 isogroup=15359 1
c019305 -588.366973 -588.645058 0.455807537097024 c019305 isogroup=15111 1
c019307 -802.436844 -802.711129 0.458902580698898 c019307 isogroup=15112 1
c019313 -4351.268881 -4353.636394 0.0295544014900414 c019313 isogroup=15124 0.469896683752656
c019315 -2681.807733 -2681.807733 1 c019315 isogroup=15117 1
c019318 -6267.520632 -6267.520632 1 c019318 isogroup=15119 1
c019324 -1247.242783 -1250.116853 0.0165061241791547 c019324 isogroup=13879 0.361364985566479
c019329 -3940.586935 -3940.586935 1 c019329 isogroup=15130 1
c019333 -2726.869496 -2726.869496 1 c019333 isogroup=15133 1
c019334 -913.651352 -913.651352 1 c019334 isogroup=15140 1
c019335 -1462.46462 -1462.46462 1 c019335 isogroup=15134 1
c019336 -1556.877265 -1556.877265 1 c019336 isogroup=15137 1
c019339 -2288.333957 -2288.337844 0.929741330646379 c019339 isogroup=15144 1
c019340 -1341.888819 -1341.888819 1 c019340 isogroup=15141 1
c019342 -5930.18216 -5932.602813 0.0277858443127672 c019342 isogroup=15142 0.46001256435259
c019355 -3069.815862 -3070.453073 0.258938752007101 c019355 isogroup=15663 1
c019356 -1908.153916 -1908.529086 0.386368606110426 c019356 isogroup=15147 1
c019358 -2219.666421 -2219.943952 0.456256708452126 c019358 isogroup=15158 1
c019366 -1653.860152 -1653.860152 1 c019366 isogroup=15164 1
c019369 -4382.638395 -4385.348305 0.0199094123741641 c019369 isogroup=15145 0.395531091866613
c019372 -1164.712813 -1164.73011 0.852448977528907 c019372 isogroup=8694 1
c019377 -3939.022207 -3939.022207 1 c019377 isogroup=15175 1
c019395 -2929.223418 -2931.076232 0.0542292607591768 c019395 isogroup=15190 0.612676603101727
c019397 -3196.214864 -3197.048945 0.196504900354502 c019397 isogroup=15189 0.993258775364708
c019400 -2705.386502 -2705.386502 1 c019400 isogroup=15182 1
c019406 -1628.966433 -1628.966368 1 c019406 isogroup=8063 1
c019407 -2314.002046 -2314.398767 0.373061365387082 c019407 isogroup=15419 1
c019410 -4748.484311 -4750.151759 0.0678246945550641 c019410 isogroup=15201 0.665991814316504
c019414 -5750.849641 -5750.849641 1 c019414 isogroup=13013 1
c019423 -2445.145552 -2445.145552 1 c019423 isogroup=15214 1
c019430 -3138.538219 -3138.538219 1 c019430 isogroup=15205 1
c019435 -4504.885878 -4504.886075 0.984163483602173 c019435 isogroup=11874 1
c019436 -3292.751606 -3292.751603 1 c019436 isogroup=12059 1
c019440 -1809.061459 -1809.061459 1 c019440 isogroup=15234 1
c019446 -2610.711549 -2611.480586 0.214904714205176 c019446 isogroup=15232 1
c019449 -4696.199083 -4696.199083 1 c019449 isogroup=15225 1
c019451 -509.349268 -511.579762 0.034677434720842 c019451 isogroup=15235 0.495490724923928
c019454 -1927.488779 -1927.488779 1 c019454 isogroup=15254 1
c019455 -2679.288242 -2679.288242 1 c019455 isogroup=15246 1
c019456 -2509.747824 -2510.242542 0.319880260091631 c019456 isogroup=15247 1
c019458 -2727.695689 -2727.695717 0.994029234413293 c019458 isogroup=15253 1
c019459 -4141.960293 -4142.071704 0.636898057500471 c019459 isogroup=15812 1
c019460 -792.583721 -792.583734 0.995931588672008 c019460 isogroup=15517 1
c019475 -3432.199736 -3432.199736 1 c019475 isogroup=10130 1
c019478 -1804.65787 -1804.886631 0.498784352499903 c019478 isogroup=14707 1
c019480 -4769.736805 -4772.030904 0.032192843389172 c019480 isogroup=15819 0.482001012318055
c019483 -3972.565246 -3972.562091 1 c019483 isogroup=15265 1
c019489 -2927.590078 -2927.590078 1 c019489 isogroup=15263 1
c019495 -1097.05638 -1097.05638 1 c019495 isogroup=15282 1
c019497 -4622.602618 -4622.602618 1 c019497 isogroup=15280 1
c019499 -3120.443815 -3120.504562 0.727419741128013 c019499 isogroup=15281 1
c019512 -830.683512 -830.683512 1 c019512 isogroup=15292 1
c019513 -1415.975966 -1416.202975 0.500433020464188 c019513 isogroup=13411.1 1
c019517 -4021.939057 -4021.939057 1 c019517 isogroup=15286 1
c019522 -5457.135665 -5457.135665 1 c019522 isogroup=15671 1
c019523 -3373.809557 -3373.809557 1 c019523 isogroup=13151 1
c019527 -3315.799468 -3315.799468 1 c019527 isogroup=15300 1
c019528 -2377.905006 -2379.113706 0.119993942053401 c019528 isogroup=15295 0.819029191273564
c019529 -3657.814084 -3657.814084 1 c019529 isogroup=15299 1
c019530 -3189.227098 -3189.227098 1 c019530 isogroup=15302 1
c019531 -5813.229196 -5813.229196 1 c019531 isogroup=15740 1
c019536 -7670.598085 -7670.597847 1 c019536 isogroup=15303 1
c019547 -2629.589168 -2629.589168 1 c019547 isogroup=15309 1
c019550 -2236.835066 -2237.888335 0.146670806852023 c019550 isogroup=14178 0.879939168911875
c019552 -1555.93223 -1555.93223 1 c019552 isogroup=15320 1
c019553 -1571.013771 -1571.013771 1 c019553 isogroup=15327 1
c019555 -4427.185623 -4427.185623 1 c019555 isogroup=15328 1
c019569 -3033.123595 -3033.123595 1 c019569 isogroup=15324 1
c019571 -1576.194436 -1576.332978 0.598618867043744 c019571 isogroup=13922 1
c019575 -3775.065122 -3780.06652 0.00156302738199539 c019575 isogroup=15333 0.132433134870723
c019580 -6071.583382 -6072.879424 0.10739894107012 c019580 isogroup=15348 0.780773469474211
c019585 -6114.483996 -6114.483996 1 c019585 isogroup=15345 1
c019590 -2999.186343 -2999.920681 0.225554707295446 c019590 isogroup=15354 1
c019591 -1014.063091 -1015.905971 0.0548789558775232 c019591 isogroup=15358 0.61478821588302
c019595 -1156.906294 -1159.278019 0.0294100363927306 c019595 isogroup=15357 0.469783023001145
c019599 -5054.553483 -5054.553483 1 c019599 isogroup=12962 1
c019601 -2819.481515 -2819.481515 1 c019601 isogroup=15368 1
c019606 -2177.897684 -2178.512941 0.267307100600224 c019606 isogroup=15362 1
c019607 -2327.927211 -2327.927211 1 c019607 isogroup=15585 1
c019608 -1258.978067 -1258.978067 1 c019608 isogroup=15363 1
c019611 -1041.045484 -1041.421765 0.385666296718623 c019611 isogroup=11842 1
c019612 -4359.255196 -4359.74423 0.322676251738008 c019612 isogroup=15366 1
c019616 -2333.790534 -2335.411249 0.0717979460446353 c019616 isogroup=15364 0.680920317474099
c019618 -3242.752823 -3244.770873 0.0445366322513226 c019618 isogroup=15389 0.559794012679775
c019619 -3490.753904 -3491.176366 0.357992291061953 c019619 isogroup=15387 1
c019620 -3667.628166 -3667.628166 1 c019620 isogroup=15804 1
c019621 -7503.103631 -7506.134733 0.013810522198634 c019621 isogroup=14407 0.33613240166391
c019624 -2327.603703 -2329.264291 0.0683928902361347 c019624 isogroup=15385 0.668645616338243
c019626 -2605.035083 -2605.035083 1 c019626 isogroup=15384 1
c019628 -4153.676374 -4153.676374 1 c019628 isogroup=15383 1
c019629 -1905.444788 -1905.444787 1 c019629 isogroup=15376 1
c019635 -4488.878084 -4488.878084 1 c019635 isogroup=15394 1
c019639 -2203.132978 -2203.132978 1 c019639 isogroup=12154 1
c019654 -4325.765109 -4326.143173 0.384542978055098 c019654 isogroup=15417 1
c019661m -1058.46337 -1058.46337 1 c019661m isogroup=31039 1
c019661p -1759.092502 -1759.092502 1 c019661p isogroup=24378 1
c019664 -4899.734563 -4899.734563 1 c019664 isogroup=15404 1
c019667 -2699.849368 -2699.849368 1 c019667 isogroup=15408 1
c019674 -3088.373285 -3088.515684 0.593573543823321 c019674 isogroup=15426 1
c019678 -1229.020969 -1230.481671 0.0874117768149952 c019678 isogroup=15428 0.727355329395747
c019681 -1300.126725 -1300.126725 1 c019681 isogroup=15421 1
c019685 -3189.46867 -3189.503814 0.790917913286925 c019685 isogroup=15423 1
c019698 -1534.930041 -1534.930041 1 c019698 isogroup=15448 1
c019700 -3359.202315 -3359.202315 1 c019700 isogroup=15438 1
c019707 -2946.93908 -2946.96035 0.836593857788292 c019707 isogroup=15445 1
c019712 -2743.605136 -2743.605136 1 c019712 isogroup=15451 1
c019714 -780.86951 -780.86951 1 c019714 isogroup=15453 1
c019716 -2495.405583 -2495.8447 0.348685829145245 c019716 isogroup=15460 1
c019717 -3425.025152 -3425.025152 1 c019717 isogroup=15456 1
c019725 -3421.261157 -3421.261158 0.998871621274596 c019725 isogroup=15459 1
c019732 -2492.69947 -2492.69947 1 c019732 isogroup=15469 1
c019733 -3230.354079 -3230.671674 0.425457954040387 c019733 isogroup=15893 1
