contig	numParameters	likelihood
c019879	15	-2713.387832
c019880	31	-2696.743674
c019883	13	-2250.812173
c019884	25	-1197.498006
c019894	15	-2233.936729
c019899	17	-3051.210218
c019906	25	-1947.053933
c019907	19	-2104.732475
c019910	23	-3595.078329
c019915	9	-1670.551224
c019917	27	-4604.420937
c019919	33	-3059.630599
c019923	29	-3841.048389
c019927	11	-1090.998160
c019928	13	-3043.409323
c019932	23	-2562.892808
c019939	19	-2939.269478
c019945p	35	-940.129160
c019946	19	-4502.968804
c019950	21	-2598.466788
c019964	9	-919.004156
c019965	17	-2482.189380
c019966	35	-1290.617448
c019967	37	-2137.127480
c019978	9	-3478.631245
c019979	9	-1294.240494
c019981	11	-1261.433505
c019982	21	-1843.006702
c019983	25	-2628.240257
c019998	23	-5071.281520
c019999	15	-2467.318332
c020000	11	-1649.075102
c020008	19	-2447.531099
c020022	19	-5077.064473
c020025	11	-2696.162122
c020028	13	-1416.503105
c020045	23	-5391.548857
c020049	9	-2142.507573
c020051	35	-2394.834380
c020052	23	-581.686826
c020064	29	-3315.731480
c020066	25	-3302.055140
c020068	13	-2621.803324
c020071	11	-2243.158562
c020079	23	-3512.369211
c020081	31	-1438.325551
c020082	21	-1982.255529
c020089	23	-2429.742988
c020094	11	-3305.090507
c020120	21	-1739.496819
c020121	13	-2007.197487
c020124	19	-2004.894450
c020131	27	-1510.496614
c020135	9	-1901.922897
c020137	19	-1702.284183
c020138	29	-2548.172077
c020140	21	-1991.805443
c020141	21	-2264.985868
c020151	9	-481.785916
c020154	27	-4629.432821
c020156	33	-4340.066796
c020159	23	-3208.042786
c020166	17	-2207.792114
c020175	11	-1686.102425
c020180	19	-1549.699536
c020181	35	-1922.369374
c020182	25	-4141.299114
c020183	15	-1816.288365
c020186	19	-1268.721334
c020187	15	-4565.924991
c020191	11	-1647.669081
c020196	17	-745.959952
c020198	9	-1224.464119
c020204	21	-4313.003301
c020207	21	-4343.549412
c020208	9	-2975.884472
c020212	9	-728.885725
c020219	15	-1992.391592
c020221	21	-3261.054586
c020224	9	-1871.634314
c020225	25	-2436.069525
c020230	9	-3695.401526
c020231	17	-3302.239472
c020237	35	-1798.365144
c020254	11	-2544.219030
c020256	11	-1542.846434
c020259	21	-1006.921993
c020268	37	-1037.809630
c020272	13	-4724.024135
c020284	15	-1591.461395
c020288	15	-2756.262422
c020289	21	-3859.695648
c020291	29	-2764.851268
c020293	37	-5910.123845
c020294	9	-1101.625293
c020312	35	-1817.878649
c020313	19	-3879.825001
c020316	33	-1222.480364
c020319	9	-2972.006290
c020322	19	-2270.484646
c020326	15	-3882.869846
c020327	17	-3949.569387
c020329	11	-1292.665753
c020335	9	-3642.344413
c020342	13	-2020.466670
c020343	11	-3464.422722
c020344	15	-1707.769349
c020345	15	-562.115184
c020347	17	-1273.447445
c020348	27	-889.815801
c020352	31	-2672.970184
c020353	31	-4141.314743
c020363	33	-2921.501813
c020364	9	-2295.972639
c020366	11	-2324.606497
c020369	23	-2922.225723
c020389	19	-2413.019539
c020399	19	-4160.040389
c020400	33	-4872.528967
c020401	23	-5821.750798
c020402	13	-1649.015444
c020414	15	-3285.530338
c020417	27	-4411.459986
c020423	29	-2295.860571
c020426	35	-3200.608636
c020430	29	-3736.800907
c020431	19	-1201.923787
c020440	19	-3188.656036
c020442	11	-793.901507
c020444	29	-1565.881150
c020446	39	-4536.899720
c020450	33	-5378.862115
c020457	13	-1791.353529
c020459	37	-1507.726127
c020462	11	-3344.799179
c020468	25	-3678.187099
c020471	21	-3621.849372
c020472	13	-3265.608442
c020473	29	-3150.096804
c020474	17	-2876.638374
c020476	19	-5339.592219
c020479	15	-804.917009
c020482	33	-2932.491197
c020485	9	-1478.568195
c020489	33	-3625.995443
c020492	31	-2854.664898
c020493	11	-1501.754073
c020494	9	-786.125088
c020501	27	-3824.562359
c020502	17	-4430.312319
c020505	15	-4569.091300
c020507	13	-2778.581572
c020510	11	-2870.553558
c020512	11	-1720.056554
c020516	31	-1694.272972
c020524	9	-3451.811791
c020527	19	-3792.463068
c020531	29	-1824.499178
c020533	31	-2544.484496
c020540	29	-3243.858041
c020557	11	-646.936342
c020559	31	-2961.502213
c020564	19	-3400.629898
c020568	9	-3033.786653
c020570	33	-4092.303170
c020571	29	-4918.933845
c020588	23	-2314.577364
c020591	29	-5528.902626
c020595	15	-1982.774535
c020619	17	-2095.785257
c020625	23	-5683.399643
c020626	19	-2406.568700
c020628	11	-2598.133828
c020630	21	-2489.200986
c020633	17	-5563.313066
c020636	9	-1095.776799
c020637	19	-2208.222281
c020638	15	-3791.406867
c020641	13	-2444.345574
c020643	19	-1887.203687
c020646	31	-3112.115135
c020648	29	-6521.822074
c020649	9	-1954.357242
c020650	9	-2051.028882
c020651	11	-2150.059472
c020652	27	-2572.885825
c020656	17	-2455.719088
c020667	15	-1781.859841
c020668	15	-887.222056
c020670	23	-1260.749716
c020675	9	-950.568110
c020677	33	-2739.905085
c020679	9	-944.609897
c020684	21	-2314.727265
c020685	13	-3771.300604
c020691	19	-2461.738113
c020692	13	-1947.502287
c020693	21	-1917.405420
c020695	27	-4601.961270
c020698	9	-2028.294557
c020706	13	-1885.981166
c020708	25	-5221.953138
c020709	19	-2651.613146
c020710	33	-3694.224978
c020711	11	-1439.187986
c020712	9	-2105.673077
c020715	35	-3214.910951
c020717	21	-961.022000
c020723	21	-3822.835840
c020724	19	-1600.558042
c020728	31	-3035.094344
c020729	9	-668.869431
c020734	31	-2480.433404
c020742	9	-1136.548892
c020743	11	-2451.039257
c020746	21	-4404.997702
c020753	9	-2073.360737
c020758	13	-1690.773946
c020760	25	-2419.302657
c020762	31	-1149.980864
c020766	33	-1673.391265
c020768	29	-1354.210949
c020778	15	-2360.604340
c020783	33	-2996.647298
c020789	21	-3034.592872
c020797	17	-1585.367248
c020800	19	-3402.483724
c020805	19	-2872.860517
c020806	9	-3764.631258
c020811	15	-1380.575723
c020814	25	-3174.959535
c020818	31	-4229.343781
c020826	33	-4951.124175
c020829	11	-1046.646530
c020834	13	-1807.570267
c020837	11	-2391.585822
c020840	11	-4201.480916
c020850	11	-3209.899192
c020858	21	-3906.226216
c020865	23	-3829.455013
c020866	19	-3325.978973
c020877	15	-4244.496319
c020880	11	-2484.200858
c020885	13	-1286.473772
c020886	39	-2072.042770
c020895	15	-3606.833937
c020906	9	-1359.248536
c020908	15	-1994.897146
c020909	17	-2943.472175
c020910	15	-4048.258394
c020911	15	-1982.142439
c020913	27	-2648.785021
c020922	13	-2051.015778
c020927	15	-2691.396254
c020929	27	-4404.489801
c020933	17	-1546.527251
c020934	9	-3290.647294
c020942	35	-1940.263644
c020944	13	-3022.551944
c020946	29	-2521.876911
c020948	31	-3576.665695
c020968	23	-3394.885967
c020970	29	-2323.350467
c020972	11	-2039.173717
c020980	13	-4304.256774
c020981	23	-4182.835896
c020983	13	-2328.416242
c020996	17	-658.351469
c020998	11	-2024.931040
c021022	35	-3965.785259
c021033	11	-1512.496866
c021037	15	-2074.483653
c021041	37	-3041.271933
c021047	29	-3038.153731
c021048	23	-3143.982661
c021054	11	-739.058442
c021055	23	-2579.114892
c021060	13	-3880.921161
c021064	23	-4155.061948
c021066	9	-1472.801423
c021069	19	-4380.318035
c021070	13	-2966.287826
c021073	19	-2729.263787
c021076	19	-949.785959
c021079	23	-1709.461688
c021088	9	-894.322211
c021096	37	-1792.608331
c021102	19	-1732.502009
c021107	23	-5634.722399
c021110	9	-806.891733
c021115	29	-3843.355402
c021124	27	-2061.494763
c021131	29	-2700.415940
c021136	29	-1448.196393
c021142	11	-2501.221244
c021152	17	-2568.404854
c021155	11	-3824.811992
c021160	9	-1587.739249
c021161	27	-3735.054548
c021165	27	-6141.594521
c021171	13	-3295.127719
c021174	9	-1064.616010
c021177	11	-1941.961342
c021186	19	-2781.804582
c021189	19	-5094.572197
c021190	15	-1845.335654
c021195	39	-3370.404630
c021201	29	-3551.226105
c021204	17	-1595.300920
c021206	21	-2490.380519
c021209	9	-1414.725201
c021210	13	-1253.266550
c021213	15	-5215.518542
c021218	19	-2206.165908
c021223	13	-1846.775099
c021225	13	-1351.428802
c021229	13	-1242.999213
c021233	23	-1703.245423
c021247	17	-946.506824
c021248	27	-2497.132518
c021251	11	-2518.153358
c021254	13	-3648.404827
c021258	17	-937.182095
c021268	11	-824.083073
c021278	31	-2383.269622
c021280	21	-4091.983149
c021283	25	-3564.837385
c021284	13	-2373.206181
c021295	33	-2728.145589
c021302	11	-3396.995161
c021303	13	-2599.192893
c021304	17	-4892.803451
c021305	9	-1927.701246
c021306	23	-3575.176987
c021308	21	-1439.594424
c021310	9	-1006.402313
c021327	25	-3080.332808
c021331	13	-2685.108851
c021351	25	-2551.437524
c021355	17	-2851.456221
c021363	11	-1590.428182
c021365	23	-1960.627849
c021373	15	-447.345484
c021376	23	-2919.445024
c021385	39	-4257.616212
c021388	17	-1524.375765
c021389p	35	-1760.879319
c021396	27	-2147.936681
c021406	15	-1227.443650
c021416	29	-2882.199205
c021418m	35	-2247.092177
c021419	29	-6059.807285
c021422	31	-1738.528491
c021440	13	-1409.012978
c021447	15	-2155.813122
c021448	33	-2787.491189
c021451	23	-1523.613918
c021459	25	-1854.044016
c021461	9	-1835.899029
c021463	31	-968.482856
c021464	25	-938.927077
c021465	9	-1785.302518
c021466	23	-2888.294142
c021467	13	-3177.597414
c021476	11	-1504.469840
c021477	21	-3451.868265
c021479	23	-1935.021021
c021481	9	-1725.343754
c021489	9	-1810.286282
c021490	13	-1049.679763
c021495	37	-2226.889093
c021496	9	-991.003138
c021498	25	-2173.191011
c021503	25	-3402.972080
c021505	19	-1970.796031
c021508	9	-2178.640689
c021510	25	-5536.777445
c021514	11	-389.756261
c021522	13	-644.344037
c021534	9	-816.432699
c021536	11	-2223.636612
c021543	15	-2091.486087
c021552	17	-4424.888611
c021553	11	-618.170181
c021554	9	-897.743161
c021557	11	-5624.922360
c021558	17	-3118.792039
c021566	23	-949.272479
c021573	9	-1570.179361
c021574	13	-4558.178670
c021593	23	-2805.411526
c021597	19	-2911.863891
c021598	39	-2352.555428
c021609	13	-735.942837
c021612	23	-2389.090079
c021614	21	-1885.127870
c021622	23	-2355.324108
c021625	27	-726.670951
c021628	19	-2249.288013
c021629	17	-1198.315941
c021646	35	-3147.068152
c021647	25	-3607.651025
c021648	31	-988.360500
c021651	13	-2917.680893
c021652	27	-2553.771462
c021655	11	-2053.074602
c021656	19	-1356.147273
c021661	17	-1242.566775
c021663	9	-740.287432
c021671	27	-2226.364067
c021676	27	-890.496233
c021679	31	-948.269703
c021682	21	-2376.181137
c021685	19	-1199.585245
c021687	37	-2714.765907
c021692	21	-2441.147319
c021694	17	-942.007791
c021703	27	-3065.944152
c021714	13	-3652.137322
c021715	21	-2873.692850
c021716	33	-3392.972309
c021719	15	-1427.398032
c021725	15	-4614.690894
c021743	27	-1673.368756
c021745	15	-2401.163720
c021749	17	-728.354355
c021757	23	-4284.660608
c021758	33	-1794.722036
c021761	25	-2546.345541
c021765	13	-2873.219133
c021770	9	-1709.896856
c021777	11	-930.605354
c021779	29	-3003.034043
c021781	27	-4383.891267
c021806	21	-4604.601395
c021812	21	-2545.729345
c021814	21	-3557.214747
c021831	13	-2227.018285
c021843	27	-2112.224782
c021857	11	-2880.650029
c021859	9	-1225.687656
c021862	37	-1485.572803
c021863	25	-2380.570696
c021874	31	-3658.658392
c021878	29	-2378.801559
c021883	25	-3279.388743
c021884	11	-2287.370600
c021886	9	-513.579259
c021888	13	-1498.852010
c021890	21	-3796.572589
c021896	23	-3376.282436
c021898	9	-2978.290395
c021903	13	-981.697727
c021904	19	-2147.736568
c021907	29	-1982.663667
c021908	9	-809.414809
c021910	11	-1523.236859
c021916	29	-2009.372014
c021923	9	-1449.653154
c021925	9	-1704.527399
c021928	11	-2063.827450
c021939	9	-1517.818252
c021944	19	-2119.239101
c021949	25	-3046.169196
c021953	21	-1323.851129
c021955	21	-4109.999818
c021958	25	-3744.151266
c021960	25	-6191.988203
c021963	19	-2347.988752
c021972	11	-2206.368524
c021983	15	-1947.436175
c021997	9	-2443.300130
c021998	21	-3363.740224
c022001	19	-4003.158141
c022008	25	-5229.892554
c022022	19	-2128.546556
c022026	17	-3269.454387
c022030	9	-1548.250953
c022034	25	-1968.732863
c022036	9	-2602.651089
c022037	9	-1004.324567
c022039	29	-4159.479615
c022043	15	-2898.572283
c022049	23	-2638.637346
c022062	25	-2083.771138
c022070	11	-1655.439047
c022077	9	-2018.420401
c022080	25	-2251.353319
c022081	21	-1055.456788
c022082	13	-1495.662074
c022084	31	-2910.277358
c022088	15	-2678.264605
c022095	25	-885.502743
c022100	19	-1530.520571
c022101	19	-3027.764042
c022124	27	-2691.709984
c022127	11	-1596.616769
c022128	23	-1098.566940
c022138	15	-2356.055425
c022146	37	-4264.280869
c022156	19	-3253.817552
c022157	23	-2451.749083
c022158	11	-1407.032846
c022160	15	-1732.243841
c022161	11	-3267.349350
c022165	11	-1494.861477
c022173	17	-2432.144787
c022184	31	-4859.101999
c022187	29	-1516.924003
c022196	9	-2617.354932
c022202	31	-3397.891314
c022215	39	-2230.043643
c022217	15	-2405.286496
c022219	29	-1745.026157
c022223	11	-3146.087414
c022227	35	-3286.606214
c022229	27	-6759.171951
c022233	11	-2620.146795
c022234	33	-4097.618440
c022242	9	-1861.891086
c022245	19	-2155.025262
c022250	11	-1138.497690
c022253	11	-1157.033803
c022255	17	-2633.572283
c022261	37	-2844.475780
c022266	9	-880.271227
c022267	25	-2774.669041
c022272	15	-1510.562424
c022277	17	-874.883305
c022284	31	-5136.709253
c022286	11	-1290.095744
c022290	21	-1699.107519
c022292	21	-1681.653672
c022293	27	-1926.354963
c022307	11	-496.115077
c022313	29	-1986.267353
c022320	33	-2899.397222
c022338	13	-2416.448055
c022344	11	-1674.211161
c022350	17	-738.449343
c022355	15	-1124.019647
c022361	35	-3692.837586
c022365	37	-3430.255466
c022377	9	-817.927906
c022382	29	-4420.712893
c022383	11	-3364.288877
c022386	21	-2361.022893
c022389	33	-2015.110118
c022391	35	-2157.302772
c022392	9	-1634.561636
c022404	29	-3577.217613
c022407	15	-4258.054006
c022410	11	-1149.547350
c022415	13	-2336.227452
c022417	33	-5917.441619
c022419p	11	-1810.815249
c022424	9	-1921.221945
c022427	25	-3167.636819
c022429	11	-2881.171204
c022436	9	-1056.342687
c022444	29	-5244.406664
c022453	9	-479.549450
c022466	27	-1713.537901
c022467	13	-1207.773866
c022482	13	-1020.720789
c022487	13	-1858.176880
c022489	15	-4006.943358
c022493	21	-3715.530544
c022497	9	-1554.234545
c022510	17	-2318.334471
c022518	15	-3111.938876
c022519	35	-2153.922859
c022524	9	-1572.531744
c022525	21	-2491.307662
c022536	9	-3668.528749
c022538	13	-2078.539656
c022541	11	-1753.189333
c022546	13	-2819.854714
c022562	23	-1771.003648
c022563	21	-4807.985215
c022566	13	-2798.163214
c022567	11	-2610.282389
c022570	19	-2245.100587
c022580	33	-3632.162671
c022584	31	-1496.865209
c022586	13	-2287.253461
c022598	21	-2387.592793
c022599	23	-4579.654704
c022602	9	-2776.032930
c022611	9	-2077.897575
c022619	11	-2563.134163
c022621	29	-3476.366049
c022624	25	-2497.386045
c022628	19	-2987.948366
c022641	13	-2818.193755
c022656	11	-1180.835321
c022659	11	-2091.592895
c022677	31	-3819.086525
c022679	23	-1341.775917
c022680	13	-2918.369378
c022682	9	-3620.546056
c022698	19	-1852.140863
c022699	27	-5671.354912
c022700	25	-2415.756403
c022701	11	-1999.558557
c022705	23	-3970.826407
c022706	23	-2409.174925
c022708	13	-654.094503
c022726	29	-1445.987259
c022730	29	-7115.948566
c022738	19	-3311.535344
c022743	15	-767.420807
c022765	15	-533.059694
c022769	17	-2879.754237
c022774	19	-1839.418394
c022777	11	-2076.049460
c022781	33	-2587.485522
c022788	23	-5175.439435
c022791	15	-956.217033
c022792	27	-5271.274658
c022797	27	-3149.141421
c022802	19	-1776.784286
c022808	9	-1275.774865
c022811	23	-2274.815547
c022820	29	-3415.894277
c022823	15	-621.596116
c022826	11	-2282.930629
c022832	31	-967.375856
c022846	13	-1773.034878
c022848	29	-2170.740745
c022854	9	-1190.042217
c022856	17	-1806.802958
c022873	13	-1232.519653
c022876	9	-1959.647286
c022877	25	-3111.818491
c022879	9	-756.849519
c022889	13	-3607.989986
c022891	9	-3166.488639
c022893	11	-3307.986671
c022910	19	-3211.192747
c022911	11	-1863.551147
c022912	13	-3126.060179
c022915	29	-2248.827210
c022920	9	-328.622630
c022927	13	-1848.653767
c022931	19	-4624.396271
c022936	17	-1054.162526
c022938	33	-3496.106500
c022944	21	-4236.490341
c022957	31	-1959.791636
c022964	23	-2431.484433
c022965	19	-2675.242263
c022973	29	-988.483315
c022978	19	-2817.110146
c022980	25	-999.843664
c022983	19	-3336.518111
c022995	21	-2909.780147
c023000	13	-2477.268027
c023010	23	-3034.406344
c023011	31	-1412.138800
c023017	13	-1199.712743
c023025	9	-2310.428578
c023027	21	-1841.756045
c023044	31	-5004.672146
c023047	15	-4001.343519
c023067p	29	-1480.373669
c023073	11	-1298.870263
c023074	11	-2276.532950
c023075	9	-3137.994685
c023077	9	-2106.556404
c023079	17	-1923.978167
c023084	33	-3118.621998
c023086	11	-1756.766743
c023120	11	-1681.773240
c023121	19	-1821.404307
c023123	13	-3047.658030
c023124	15	-4252.284879
c023126	33	-2158.843967
c023130	15	-4993.286519
c023131	9	-3234.264602
c023132	19	-2067.844453
c023133	15	-1470.086711
c023137	9	-2101.352203
c023142	15	-1180.211524
c023149	31	-998.271302
c023150	9	-721.301195
c023155	37	-2372.891322
c023165	15	-2974.764689
c023171	13	-5169.825678
c023192	31	-1508.056476
c023195	29	-1582.892005
c023196	27	-4062.016405
c023202	23	-1382.838604
c023203	15	-928.357013
c023209	11	-1395.988532
c023212	13	-1753.922397
c023222	29	-2566.886627
c023243	25	-1902.299718
c023258	25	-3296.104708
c023265	33	-3303.111931
c023272	37	-2901.054773
c023279	31	-3891.461507
c023287	9	-3265.953587
c023291	19	-3532.984193
c023307	25	-2105.333680
c023313	13	-2422.525631
c023326	17	-2365.346830
c023327	19	-2541.413888
c023329	27	-2357.838303
c023334	21	-4047.332576
c023337	11	-3117.029694
c023343	17	-2952.648940
c023347	9	-1375.568303
c023357	17	-3678.329561
c023358	33	-2699.477182
c023365	11	-2570.335024
c023368	13	-1400.133575
c023371	19	-2765.296760
c023377	13	-2077.243832
c023388	21	-2164.495473
c023389	19	-3349.819992
c023391	29	-598.161787
c023396	19	-1500.510736
c023397	31	-1095.312787
c023413	19	-1569.973855
c023415	17	-971.546365
c023418	37	-3168.464219
c023419	35	-3457.806700
c023425	9	-1195.583708
c023437	11	-2317.347378
c023439	13	-3813.958775
c023440	13	-2046.846950
c023443	13	-1057.783891
c023447	39	-2983.809892
c023451	31	-2494.231582
c023459	25	-896.943162
c023461	25	-2992.091596
c023470	13	-3184.674020
c023475	39	-2717.094595
c023479	9	-1338.577280
c023485	25	-1441.277272
c023487	31	-2170.390295
c023488	33	-914.467958
c023493	21	-2313.574116
c023497	11	-3538.221101
c023509	17	-2024.759812
c023510	17	-1156.830936
c023528	9	-3873.016204
c023530	27	-4709.820290
c023541	17	-2707.983264
c023543	25	-1389.685549
c023547	15	-824.682676
c023550	21	-3144.719165
c023551	11	-1008.834969
c023556	19	-2801.206901
c023560	21	-1673.127668
c023564	17	-878.323606
c023570	23	-686.699081
c023574	13	-4205.459857
c023584	31	-1075.116404
c023589	19	-3144.546983
c023591	15	-3040.239712
c023598	9	-1371.960209
c023614	33	-4189.126233
c023621	11	-2808.944137
c023623	23	-2110.107692
c023628	11	-1359.599076
c023634	11	-1417.110251
c023640	35	-2288.962807
c023642	11	-2542.859681
c023644	17	-892.770765
c023658	23	-2115.993126
c023661	21	-2576.445453
c023671	9	-3017.367183
c023691	9	-3112.490345
c023695	25	-2239.573105
c023696	11	-1834.894965
c023700	35	-863.071331
c023707	25	-3455.932745
c023709	25	-2868.907258
c023712	9	-3317.646216
c023715	15	-2124.604267
c023727	9	-1222.766727
c023728	9	-1515.122939
c023731	9	-2204.059522
c023733	25	-2963.669642
c023734	23	-2350.402257
c023744	27	-4711.920798
c023745	15	-1816.521238
c023751	33	-4761.072481
c023757	29	-1045.152958
c023760	21	-1646.703114
c023780	31	-2856.942391
c023781	9	-3404.738026
c023789	25	-871.509239
c023794	29	-4655.481786
c023811	15	-1239.874170
c023822	21	-2054.674172
c023827	29	-1171.994789
c023828	15	-2696.003335
c023830	31	-3285.100780
c023848	27	-2380.567094
c023852	23	-2100.610336
c023853	19	-3486.154840
c023854	11	-1768.706147
c023865	23	-2636.882554
c023884	31	-5345.164632
c023887	25	-1888.439530
c023894	17	-2546.768060
c023895	35	-1696.500622
c023900	21	-2639.613121
c023901p	11	-814.672491
c023908	31	-1280.209668
c023910	13	-1038.718470
c023912	25	-1723.659441
c023928	9	-2094.142536
c023937	13	-2209.558684
c023938	33	-1077.957365
c023940	25	-2913.701149
c023941	31	-1943.049016
c023946	11	-2730.090169
c023947	15	-2553.537815
c023954	25	-1511.776243
c023963	9	-1038.278227
c023964	21	-2538.055235
c023973	21	-3593.989630
c023986	21	-1015.331323
c023987	11	-1542.780724
c024013	15	-969.405509
c024014	23	-3146.106770
c024018	9	-3539.726687
c024027	29	-4466.663045
c024039	9	-3224.360620
c024046	21	-3683.527015
c024068	27	-1345.395630
c024070	13	-987.987823
c024071	25	-2198.313072
c024073	33	-1807.055961
c024076	9	-2503.132959
c024077	11	-2007.798197
c024087	11	-2375.373865
c024093	23	-1984.887211
c024115	11	-2355.921283
c024118	21	-3558.069615
c024120	31	-1722.910034
c024141	17	-1373.187066
c024142	9	-1884.353549
c024143	9	-1731.860469
c024145	17	-1573.524225
c024151	29	-3127.233581
c024152	15	-1617.856795
c024153	15	-4043.774511
c024158	33	-2693.353283
c024160	11	-913.411933
c024161	35	-2190.943903
c024173	15	-3856.422018
c024179	9	-1301.461530
c024184	9	-244.896827
c024188	21	-2511.716499
c024213	13	-3310.589031
c024214	29	-2311.927419
c024216	23	-1983.022822
c024218	19	-2543.091845
c024221	13	-753.300186
c024223	9	-538.843121
c024237	13	-3594.901755
c024247	27	-3244.996824
c024262	15	-1064.407060
c024265	15	-2360.599780
c024267	19	-2377.829644
c024282	21	-3035.677205
c024284	13	-4448.238546
c024290	13	-1622.285294
c024312	19	-2559.556478
c024317	11	-1140.831917
c024323	39	-1903.199207
c024330	27	-856.774139
c024335	33	-1753.490155
c024343	11	-1699.850515
c024349	27	-3265.215769
c024352	9	-3025.538225
c024377	27	-5275.579473
c024378	17	-3718.418721
c024381	11	-1088.624308
c024382	41	-1175.533781
c024392	13	-2524.472209
c024398	21	-1735.803709
c024406	9	-2322.132159
c024424	9	-1679.682880
c024434	27	-1253.890521
c024435	27	-1752.762056
c024444	9	-1705.288015
c024449	9	-1112.619983
c024468	17	-1764.472488
c024473	19	-1840.700593
c024476	37	-2671.718793
c024483	15	-529.095219
c024500	13	-1331.307541
c024501	13	-1482.405194
c024504	25	-3794.772527
c024511	9	-955.163089
c024533	25	-4534.749397
c024536	17	-1457.584777
c024540	33	-2991.981523
c024543	33	-3799.644074
c024563	23	-1311.098613
c024589	37	-2126.520383
c024593	17	-2362.550440
c024609	27	-1636.378373
c024624	25	-2480.390116
c024625	25	-2006.564138
c024632	15	-2291.147979
c024634	21	-4957.471839
c024635	11	-1097.694966
c024654	25	-3152.613813
c024663	13	-1693.801271
c024665	25	-2503.201954
c024666	13	-1899.175818
c024667	13	-490.073853
c024668	19	-2321.751196
c024704	31	-4683.046903
c024714	9	-2066.554372
c024715	35	-2119.151855
c024716	15	-2659.796513
c024720	29	-2071.471491
c024734	23	-2135.316234
c024735	23	-2780.043132
c024739	19	-1963.524384
c024747	27	-2991.527688
c024753	9	-1286.712807
c024781	15	-1270.952928
c024782	13	-948.751727
c024795	29	-1127.214892
c024797	33	-1238.946674
c024799	35	-1642.225473
c024803	9	-1722.722952
c024816	27	-4085.698988
c024821	9	-2623.613561
c024824	23	-2810.277948
c024840	9	-242.892949
c024841	17	-1210.068459
c024843	25	-2175.494961
c024846	13	-1348.314680
c024851	15	-2410.012206
c024854	13	-2715.109395
c024862	29	-4333.383947
c024866	23	-1040.923534
c024879	9	-1499.567565
c024880	21	-3238.029850
c024884	25	-2174.957282
c024889	35	-2534.465224
c024890	13	-2293.182832
c024891	9	-1854.053695
c024897	29	-1008.131939
c024898	17	-3353.553402
c024912	11	-1920.064855
c024916	21	-2259.798490
c024919	15	-3152.609656
c024923	27	-2687.087767
c024925	29	-2227.966692
c024927	15	-1537.304750
c024929	11	-595.128044
c024942	11	-796.308024
c024945	31	-742.681887
c024948	17	-860.476804
c024971	23	-4097.114972
c024973	13	-1276.590512
c024979	21	-2239.368236
c024980	11	-1325.783560
c024988	37	-2717.299980
c024991	17	-3230.143132
c024994	19	-992.552275
c024997	15	-2010.236140
c025017	31	-2786.724570
c025032	15	-939.791643
c025034	27	-4171.773386
c025050	21	-824.310046
c025056	17	-2694.368120
c025058	21	-1457.066138
c025062	31	-2845.948049
c025070	19	-3607.032786
c025073	33	-2779.899919
c025093	33	-2507.631247
c025095	29	-2062.130507
c025099	31	-5140.675385
c025102	33	-3955.735031
c025110	23	-4193.167226
c025113	31	-3484.165673
c025123	23	-4703.801628
c025131	11	-1056.453255
c025147	9	-2584.702215
c025156	23	-1215.619596
c025179	33	-2000.265660
c025191	15	-668.628411
c025196	11	-467.236435
c025197	9	-917.572146
c025206	9	-496.168852
c025210	27	-2308.358479
c025214	15	-3227.753515
c025234	21	-2901.831570
c025236	9	-2269.760781
c025237	25	-4138.081360
c025248	9	-1098.578821
c025253	13	-1881.328016
c025266	21	-1577.403864
c025267	23	-2542.321614
c025275	13	-2301.291074
c025277	15	-198.441596
c025281	11	-1570.675941
c025282	37	-1554.190367
c025283	15	-2818.257059
c025284	25	-2696.711975
c025285	27	-2932.221749
c025337	15	-1748.240538
c025342	29	-2738.180292
c025353	25	-1890.697571
c025359	23	-1026.309223
c025360	21	-2957.181548
c025367	23	-3356.251847
c025394	23	-3520.816128
c025402	27	-1799.753998
c025415	31	-2978.209094
c025420p	9	-1201.462135
c025423	13	-3002.130029
c025424	11	-1604.886624
c025441	15	-1489.470996
c025443	9	-2280.363020
c025446	27	-6631.895368
c025449	9	-555.864804
c025462	19	-1400.228876
c025464	19	-1869.217876
c025465	19	-1604.490687
c025466	25	-3313.704029
c025468	27	-1543.284671
c025469	15	-2243.858120
c025470	13	-1566.632984
c025472	27	-2457.074582
c025473	11	-2117.270496
c025482	9	-1539.312835
c025485	35	-3246.390898
c025486	11	-2438.958090
c025505	15	-818.806109
c025510	29	-563.405942
c025513	33	-2550.758090
c025519	37	-2014.510208
c025525	23	-2573.933893
c025528	19	-1532.808222
c025541	19	-4046.384550
c025549	27	-2795.041788
c025554	11	-1257.811386
c025562	11	-908.648056
c025576	27	-3490.593841
c025578p	9	-654.872871
c025586	9	-1416.461244
c025606	29	-3380.650974
c025607	11	-1788.052075
c025628	9	-866.494752
c025631	15	-1838.306471
c025633	15	-2377.928447
c025652	33	-3225.082464
c025654	9	-588.361995
c025657	11	-2243.070513
c025666	15	-1019.655796
c025669	15	-3160.446882
c025670	33	-2243.217984
c025695	25	-2016.804991
c025697	21	-2483.985486
c025717	15	-3998.275159
c025718	37	-4826.613142
c025721	9	-1756.790357
c025734	9	-2636.769371
c025750	33	-1589.426674
c025753	25	-2088.244698
c025766	13	-2775.391995
c025776	13	-2276.641138
c025787	27	-4284.995549
c025794	21	-2344.916986
c025813	13	-1906.264832
c025815	33	-4940.499837
c025818	11	-1685.751358
c025841	29	-2457.763583
c025842	11	-1252.031329
c025845	17	-3376.104440
