contig	total	optimal	suboptimal	ambiguous	fop
c006418	639	63	574	2	0.0985915492958
c004734	505	60	445	0	0.118811881188
c006414	223	30	193	0	0.134529147982
c006416	56	10	46	0	0.178571428571
c041295	52	8	44	0	0.153846153846
c041291	47	7	40	0	0.148936170213
c003493m	390	48	342	0	0.123076923077
c003493p	380	35	242	103	0.0921052631579
c013669	343	41	294	8	0.119533527697
c013664	265	48	216	1	0.181132075472
c025717	298	36	262	0	0.120805369128
c013660	170	23	137	10	0.135294117647
c013662	514	69	445	0	0.134241245136
c024389	31	7	24	0	0.225806451613
c004733	607	83	524	0	0.136738056013
c012038	536	44	321	171	0.0820895522388
c003079	994	141	852	1	0.14185110664
c003071	1126	132	994	0	0.117229129663
c003073	805	105	682	18	0.130434782609
c003075	1047	108	939	0	0.103151862464
c003077	280	38	242	0	0.135714285714
c007760	516	65	451	0	0.125968992248
c007762	56	10	46	0	0.178571428571
c007764	339	51	288	0	0.150442477876
c007766	483	58	415	10	0.120082815735
c029822	172	15	157	0	0.0872093023256
c032522	56	7	49	0	0.125
c032520	108	13	95	0	0.12037037037
c008337p	239	33	191	15	0.138075313808
c011561	389	39	350	0	0.100257069409
c008483	326	43	283	0	0.131901840491
c012134	135	22	113	0	0.162962962963
c008337m	146	22	124	0	0.150684931507
c048359	101	9	92	0	0.0891089108911
c019106	379	36	265	78	0.0949868073879
c019104	327	37	290	0	0.113149847095
c019102	385	55	330	0	0.142857142857
c019100	205	17	188	0	0.0829268292683
c004308	302	25	277	0	0.0827814569536
c004306	906	103	803	0	0.113686534216
c004304	641	99	522	20	0.154446177847
c023385	69	10	59	0	0.144927536232
c023387	309	28	281	0	0.0906148867314
c026150	159	27	132	0	0.169811320755
c050641	35	6	29	0	0.171428571429
c003495p	262	44	218	0	0.167938931298
c011560	202	24	141	37	0.118811881188
c003492p	281	45	236	0	0.160142348754
c009358	600	82	518	0	0.136666666667
c009353	348	37	307	4	0.10632183908
c009350	565	68	497	0	0.120353982301
c009356	167	20	147	0	0.119760479042
c009354	210	34	176	0	0.161904761905
c004837	385	53	332	0	0.137662337662
c004833	164	19	144	1	0.115853658537
c002847p	266	27	239	0	0.101503759398
c004839	192	28	164	0	0.145833333333
c026421	36	7	29	0	0.194444444444
c005496	631	96	525	10	0.152139461173
c009977	142	14	116	12	0.0985915492958
c009975	295	44	251	0	0.149152542373
c009971	130	13	117	0	0.1
c030837	157	20	137	0	0.127388535032
c030835	264	28	236	0	0.106060606061
c030833	95	17	78	0	0.178947368421
c045402	53	4	49	0	0.0754716981132
c022861	321	44	274	3	0.13707165109
c022864	51	5	46	0	0.0980392156863
c003139p	516	70	444	2	0.135658914729
c024257	67	4	62	1	0.0597014925373
c010431p	226	34	192	0	0.150442477876
c051721	80	12	68	0	0.15
c005106m	114	11	103	0	0.0964912280702
c024165	284	35	249	0	0.12323943662
c024167	96	16	80	0	0.166666666667
c024161	145	22	123	0	0.151724137931
c024169	376	47	329	0	0.125
c022246	316	38	278	0	0.120253164557
c022242	293	31	262	0	0.105802047782
c022240	39	4	35	0	0.102564102564
c009171p	215	21	194	0	0.0976744186047
c045974	95	8	87	0	0.0842105263158
c002511m	230	32	198	0	0.139130434783
c005797	508	55	453	0	0.108267716535
c005796	416	48	368	0	0.115384615385
c016429	97	10	87	0	0.103092783505
c005794	747	102	645	0	0.136546184739
c016424	290	34	256	0	0.11724137931
c016420	224	29	195	0	0.129464285714
c005791	559	66	493	0	0.118067978533
c014158	470	74	396	0	0.157446808511
c014151	380	50	306	24	0.131578947368
c014155	534	60	474	0	0.112359550562
c001822p	557	41	516	0	0.0736086175943
c010861	382	46	336	0	0.120418848168
c010865	538	62	476	0	0.115241635688
c003407	661	83	578	0	0.125567322239
c045408	120	14	106	0	0.116666666667
c002600	575	90	485	0	0.15652173913
c033350	57	9	48	0	0.157894736842
c032614	112	13	99	0	0.116071428571
c016245	85	11	74	0	0.129411764706
c019248	91	13	77	1	0.142857142857
c010286	372	48	324	0	0.129032258065
c010283	341	28	313	0	0.0821114369501
c010281	218	19	199	0	0.0871559633028
c019249	63	5	58	0	0.0793650793651
c054904	98	14	84	0	0.142857142857
c017391	79	10	69	0	0.126582278481
c017393	293	31	239	23	0.105802047782
c015708	520	62	437	21	0.119230769231
c017397	350	60	277	13	0.171428571429
c015706	96	5	91	0	0.0520833333333
c015703	141	19	122	0	0.13475177305
c006985	601	70	531	0	0.116472545757
c006982	746	92	654	0	0.123324396783
c014339	318	49	269	0	0.154088050314
c042454	49	7	42	0	0.142857142857
c027459	279	29	224	26	0.10394265233
c014333	199	24	175	0	0.120603015075
c014332	363	38	325	0	0.104683195592
c036892	156	15	141	0	0.0961538461538
c014336	305	50	255	0	0.16393442623
c014335	358	41	317	0	0.114525139665
c014334	385	60	325	0	0.155844155844
c006160	661	89	564	8	0.134644478064
c006162	625	70	555	0	0.112
c006164	804	127	677	0	0.157960199005
c013469	187	33	149	5	0.176470588235
c013467	229	26	202	1	0.113537117904
c013465	188	25	163	0	0.132978723404
c013463	178	21	157	0	0.11797752809
c053758	88	13	75	0	0.147727272727
c002709	435	42	379	14	0.0965517241379
c053756	28	2	26	0	0.0714285714286
c050838	107	10	80	17	0.0934579439252
c017059	320	46	274	0	0.14375
c014963	404	53	351	0	0.131188118812
c014961	404	71	333	0	0.175742574257
c014967	371	31	231	109	0.0835579514825
c014965	204	22	182	0	0.107843137255
c039971	158	18	140	0	0.113924050633
c020108	187	24	163	0	0.128342245989
c020104	119	9	110	0	0.0756302521008
c020102	113	11	102	0	0.0973451327434
c020100	238	17	221	0	0.0714285714286
c046591	123	19	104	0	0.154471544715
c009627	166	20	146	0	0.120481927711
c052352	77	13	64	0	0.168831168831
c052356	61	9	52	0	0.147540983607
c007211	482	70	412	0	0.145228215768
c007213	411	74	337	0	0.1800486618
c008247	575	81	494	0	0.140869565217
c045488	44	5	39	0	0.113636363636
c007219	881	67	671	143	0.0760499432463
c045484	79	5	74	0	0.0632911392405
c048197	119	13	106	0	0.109243697479
c040344	141	7	134	0	0.0496453900709
c018614	143	8	127	8	0.0559440559441
c018616	257	29	228	0	0.112840466926
c018610	285	40	245	0	0.140350877193
c018612	315	37	278	0	0.11746031746
c018619	289	30	255	4	0.103806228374
c005654	743	109	634	0	0.146702557201
c003440	1052	125	927	0	0.118821292776
c003442	867	125	742	0	0.144175317186
c003444	946	97	849	0	0.102536997886
c047644	47	3	44	0	0.063829787234
c003448	415	56	359	0	0.134939759036
c047648	63	10	53	0	0.15873015873
c005652	872	107	765	0	0.122706422018
c033948	175	25	150	0	0.142857142857
c033945	119	23	67	29	0.193277310924
c037648	173	6	167	0	0.0346820809249
c025020	171	18	152	1	0.105263157895
c037641	157	18	139	0	0.114649681529
c037644	145	26	119	0	0.179310344828
c014083	155	16	107	32	0.103225806452
c001691p	82	13	69	0	0.158536585366
c013115	243	41	201	1	0.168724279835
c018044	232	41	191	0	0.176724137931
c006986	399	41	358	0	0.102756892231
c006984	735	84	651	0	0.114285714286
c006980	163	28	135	0	0.171779141104
c041161	40	3	37	0	0.075
c006988	528	69	459	0	0.130681818182
c000131	2105	229	1876	0	0.108788598575
c000133	1600	159	1408	33	0.099375
c000135	2764	258	1865	641	0.0933429811867
c000137	2934	335	2599	0	0.114178595774
c005328	664	89	575	0	0.134036144578
c011568	172	28	144	0	0.162790697674
c028678	263	25	238	0	0.0950570342205
c028672	307	31	276	0	0.100977198697
c028676	112	15	97	0	0.133928571429
c054247	99	11	88	0	0.111111111111
c054245	85	8	77	0	0.0941176470588
c035649	144	14	130	0	0.0972222222222
c007064m	195	25	170	0	0.128205128205
c035641	142	17	125	0	0.119718309859
c005984	607	81	526	0	0.133443163097
c005982	195	20	175	0	0.102564102564
c005980	256	29	227	0	0.11328125
c005989	888	227	661	0	0.255630630631
c016016	175	20	128	27	0.114285714286
c017245p	256	44	212	0	0.171875
c034021	140	18	122	0	0.128571428571
c034027	214	37	177	0	0.172897196262
c017245m	136	25	110	1	0.183823529412
c029502	177	16	161	0	0.090395480226
c024367	65	6	52	7	0.0923076923077
c024365	303	42	253	8	0.138613861386
c024361	213	20	187	6	0.093896713615
c024369	141	13	127	1	0.0921985815603
c005203m	457	63	394	0	0.137855579869
c034687	74	6	51	17	0.0810810810811
c034681	64	6	58	0	0.09375
c003404	594	73	510	11	0.122895622896
c002519	165	18	147	0	0.109090909091
c033555	129	18	111	0	0.139534883721
c002512	1046	109	937	0	0.104206500956
c002516	641	70	571	0	0.109204368175
c006608	382	39	265	78	0.102094240838
c008843	115	15	92	8	0.130434782609
c006601	188	26	162	0	0.13829787234
c006604	563	106	457	0	0.188277087034
c006606	216	22	194	0	0.101851851852
c008765	149	26	123	0	0.174496644295
c008767	233	31	202	0	0.1330472103
c008762	102	12	90	0	0.117647058824
c008847	324	48	276	0	0.148148148148
c008848	607	70	471	66	0.115321252059
c033087	154	27	127	0	0.175324675325
c025509	234	30	204	0	0.128205128205
c022739	315	33	246	36	0.104761904762
c025505	87	12	75	0	0.137931034483
c025500	200	26	174	0	0.13
c025502	156	27	129	0	0.173076923077
c002691p	333	42	291	0	0.126126126126
c026059	127	17	110	0	0.133858267717
c026057	92	14	78	0	0.152173913043
c026055	232	28	204	0	0.120689655172
c002691m	346	42	293	11	0.121387283237
c032685	175	12	163	0	0.0685714285714
c032689	189	17	172	0	0.0899470899471
c047555	120	9	111	0	0.075
c015073	122	16	106	0	0.131147540984
c015072	379	57	322	0	0.150395778364
c050022	34	5	29	0	0.147058823529
c049835	77	4	63	10	0.0519480519481
c049833	80	14	66	0	0.175
c003316m	341	33	308	0	0.0967741935484
c027619	279	36	236	7	0.129032258065
c027615	114	17	96	1	0.149122807018
c027611	121	16	101	4	0.132231404959
c009098	526	59	467	0	0.11216730038
c009097	523	60	463	0	0.114722753346
c009091	435	62	372	1	0.142528735632
c009093	501	68	433	0	0.135728542914
c021614	156	15	141	0	0.0961538461538
c021617	165	10	152	3	0.0606060606061
c021611	62	4	58	0	0.0645161290323
c005644	406	41	365	0	0.100985221675
c005646	440	57	382	1	0.129545454545
c005642	519	55	464	0	0.105973025048
c009541	467	50	417	0	0.107066381156
c005648	569	61	508	0	0.107205623902
c009545	159	14	145	0	0.0880503144654
c001379	1431	198	1233	0	0.138364779874
c001378	1334	154	1076	104	0.115442278861
c012649	422	58	364	0	0.137440758294
c001371	1557	207	1283	67	0.132947976879
c001375	1657	257	1358	42	0.15509957755
c042043	145	13	115	17	0.0896551724138
c036872	145	20	125	0	0.137931034483
c019011	258	34	224	0	0.131782945736
c036873	66	11	55	0	0.166666666667
c004213	582	73	509	0	0.125429553265
c004212	534	75	458	1	0.140449438202
c016586	224	31	193	0	0.138392857143
c019853	266	35	227	4	0.131578947368
c016580	299	21	278	0	0.0702341137124
c019858	179	24	155	0	0.134078212291
c016589	184	34	150	0	0.184782608696
c017988	98	24	74	0	0.244897959184
c036877	96	13	83	0	0.135416666667
c017986	351	49	302	0	0.139601139601
c017980	376	50	322	4	0.132978723404
c005016m	182	24	158	0	0.131868131868
c002122m	912	122	790	0	0.133771929825
c011588	112	7	105	0	0.0625
c011580	339	25	310	4	0.0737463126844
c023969	324	13	94	217	0.0401234567901
c023965	223	24	199	0	0.107623318386
c023967	190	19	171	0	0.1
c023962	343	46	294	3	0.134110787172
c002195p	419	53	366	0	0.126491646778
c007817p	225	23	202	0	0.102222222222
c014298	147	14	133	0	0.0952380952381
c014296	312	25	287	0	0.0801282051282
c014290	470	58	412	0	0.123404255319
c014292	450	69	381	0	0.153333333333
c010986	294	36	258	0	0.122448979592
c010982	348	42	306	0	0.120689655172
c045800	126	11	115	0	0.0873015873016
c016671	225	41	184	0	0.182222222222
c045804	109	13	96	0	0.119266055046
c011329	623	55	272	296	0.0882825040128
c011324	259	40	218	1	0.15444015444
c011322	119	16	103	0	0.134453781513
c011320	435	56	379	0	0.128735632184
c014749	289	17	272	0	0.0588235294118
c014743	385	59	326	0	0.153246753247
c014741	483	50	433	0	0.103519668737
c014747	111	11	100	0	0.0990990990991
c010638	599	61	500	38	0.10183639399
c054009	26	5	21	0	0.192307692308
c054000	83	6	77	0	0.0722891566265
c054002	101	13	88	0	0.128712871287
c000569m	276	37	239	0	0.134057971014
c035332	149	23	126	0	0.154362416107
c000396m	373	35	338	0	0.0938337801609
c004744p	372	42	330	0	0.112903225806
c001996m	495	41	454	0	0.0828282828283
c001579	582	108	474	0	0.185567010309
c001572	1149	152	997	0	0.13228894691
c001574	755	126	629	0	0.166887417219
c040971	62	4	58	0	0.0645161290323
c040976	149	15	134	0	0.10067114094
c003223	375	44	324	7	0.117333333333
c003225	813	126	682	5	0.154981549815
c003226	1067	149	917	1	0.139643861293
c007931	412	48	363	1	0.116504854369
c007933	444	54	390	0	0.121621621622
c007935	457	53	404	0	0.115973741794
c007937	719	63	656	0	0.0876216968011
c007939	265	34	231	0	0.128301886792
c027233	261	25	236	0	0.095785440613
c015919	181	15	166	0	0.0828729281768
c015915	265	45	220	0	0.169811320755
c015917	135	24	111	0	0.177777777778
c015913	300	51	249	0	0.17
c012208p	152	21	131	0	0.138157894737
c012744	507	69	374	64	0.136094674556
c036914	45	4	41	0	0.0888888888889
c029422	94	12	82	0	0.127659574468
c031061	257	26	231	0	0.101167315175
c031066	22	4	18	0	0.181818181818
c004581m	600	71	529	0	0.118333333333
c007395	509	73	436	0	0.143418467583
c007397	177	30	147	0	0.169491525424
c007391	104	19	85	0	0.182692307692
c008561	156	29	126	1	0.185897435897
c007399	687	62	439	186	0.0902474526929
c008569	218	33	185	0	0.151376146789
c000811p	900	108	792	0	0.12
c000754	808	98	710	0	0.121287128713
c038217	109	11	88	10	0.100917431193
c038215	65	12	53	0	0.184615384615
c038213	34	4	30	0	0.117647058824
c019448	282	26	223	33	0.0921985815603
c019446	178	28	150	0	0.157303370787
c019444	318	37	278	3	0.116352201258
c019442	268	40	228	0	0.149253731343
c019440	123	19	104	0	0.154471544715
c007063	380	43	337	0	0.113157894737
c007061	323	35	288	0	0.108359133127
c007067	580	31	267	282	0.0534482758621
c000286	1868	248	1448	172	0.132762312634
c000284	732	97	635	0	0.132513661202
c000282	1686	225	1380	81	0.133451957295
c000280	1790	289	1501	0	0.161452513966
c046414	33	3	30	0	0.0909090909091
c002618	1076	153	923	0	0.14219330855
c002610	654	68	586	0	0.103975535168
c002614	1052	136	899	17	0.12927756654
c052098	104	7	97	0	0.0673076923077
c052096	37	3	34	0	0.0810810810811
c003563	234	32	202	0	0.136752136752
c032119	46	7	39	0	0.152173913043
c001887	1029	124	905	0	0.120505344995
c001885	546	72	470	4	0.131868131868
c052546	76	13	63	0	0.171052631579
c052544	62	4	58	0	0.0645161290323
c018790	125	16	109	0	0.128
c018794	395	47	318	30	0.118987341772
c006701	581	74	484	23	0.127366609294
c003561	424	57	367	0	0.134433962264
c006702	474	62	412	0	0.130801687764
c040152	121	15	106	0	0.123966942149
c006707	478	61	405	12	0.127615062762
c003608p	640	83	557	0	0.1296875
c009020	547	75	472	0	0.137111517367
c032805	116	15	101	0	0.129310344828
c006820	248	32	216	0	0.129032258065
c006823	737	85	652	0	0.115332428765
c006825	392	52	340	0	0.132653061224
c006827	640	81	559	0	0.1265625
c036127	70	9	61	0	0.128571428571
c009707	415	46	368	1	0.110843373494
c036123	166	21	116	29	0.126506024096
c009708	287	37	250	0	0.128919860627
c036128	182	36	146	0	0.197802197802
c003406	813	101	712	0	0.124231242312
c007860m	344	43	301	0	0.125
c016118	301	36	261	4	0.119601328904
c020855	158	19	139	0	0.120253164557
c020856	422	55	367	0	0.130331753555
c020858	292	36	256	0	0.123287671233
c016113	252	27	225	0	0.107142857143
c016112	357	39	318	0	0.109243697479
c016114	122	15	107	0	0.122950819672
c025388	360	41	319	0	0.113888888889
c013575	68	10	58	0	0.147058823529
c022737	397	17	265	115	0.0428211586902
c013571	376	40	271	65	0.106382978723
c022732	201	36	165	0	0.179104477612
c022733	335	51	249	35	0.15223880597
c022730	377	34	343	0	0.0901856763926
c001108p	1257	155	1102	0	0.123309466985
c013579	482	23	219	240	0.0477178423237
c021899	177	19	158	0	0.107344632768
c021895	207	30	177	0	0.144927536232
c021893	183	33	150	0	0.180327868852
c022548	126	15	96	15	0.119047619048
c022546	215	32	183	0	0.148837209302
c023497	240	29	211	0	0.120833333333
c023491	210	28	182	0	0.133333333333
c023493	185	19	166	0	0.102702702703
c033720	127	25	102	0	0.196850393701
c033724	160	19	141	0	0.11875
c010274p	243	20	223	0	0.082304526749
c010434	563	59	504	0	0.104795737123
c010436	223	29	194	0	0.130044843049
c010430	230	37	193	0	0.160869565217
c010439	395	57	338	0	0.144303797468
c016903	294	35	258	1	0.119047619048
c016907	208	22	186	0	0.105769230769
c016909	142	9	71	62	0.0633802816901
c030615	266	23	243	0	0.0864661654135
c023239	269	47	222	0	0.174721189591
c023231	45	2	43	0	0.0444444444444
c023235	183	17	152	14	0.0928961748634
c023237	201	27	174	0	0.134328358209
c027795	71	10	61	0	0.140845070423
c027799	36	4	32	0	0.111111111111
c032065	221	36	185	0	0.162895927602
c020448	306	41	242	23	0.133986928105
c020446	281	40	241	0	0.142348754448
c020444	180	22	158	0	0.122222222222
c020442	84	10	74	0	0.119047619048
c020440	327	47	280	0	0.14373088685
c006583m	389	44	345	0	0.113110539846
c004098	720	118	602	0	0.163888888889
c004096	678	96	575	7	0.141592920354
c004094	479	47	432	0	0.098121085595
c004092	785	81	687	17	0.103184713376
c006583p	111	13	98	0	0.117117117117
c009268	666	98	568	0	0.147147147147
c009266	720	77	634	9	0.106944444444
c009264	490	85	405	0	0.173469387755
c043972	53	6	47	0	0.11320754717
c004725	749	92	657	0	0.122830440587
c004727	683	86	597	0	0.125915080527
c004721	391	51	340	0	0.130434782609
c004722	171	17	154	0	0.0994152046784
c004728	460	60	400	0	0.130434782609
c045230	118	19	99	0	0.161016949153
c021799	135	14	121	0	0.103703703704
c021791	342	14	179	149	0.0409356725146
c027820	118	12	106	0	0.101694915254
c027822	261	39	222	0	0.149425287356
c020356	71	7	62	2	0.0985915492958
c045048	45	6	38	1	0.133333333333
c014888	268	26	242	0	0.0970149253731
c001245	638	70	568	0	0.109717868339
c014883	290	24	266	0	0.0827586206897
c014886	287	45	242	0	0.156794425087
c003904m	155	27	128	0	0.174193548387
c002038p	572	115	434	23	0.201048951049
c001088p	445	43	402	0	0.0966292134831
c042763	136	13	118	5	0.0955882352941
c035817	38	4	34	0	0.105263157895
c042768	94	8	86	0	0.0851063829787
c047303	72	13	59	0	0.180555555556
c012810	26	5	21	0	0.192307692308
c012812	230	32	182	16	0.139130434783
c012814	327	39	288	0	0.119266055046
c017868	270	25	245	0	0.0925925925926
c052700	81	20	61	0	0.246913580247
c022956	129	19	103	7	0.147286821705
c022954	211	28	183	0	0.132701421801
c022952	145	16	129	0	0.110344827586
c022959	47	4	43	0	0.0851063829787
c003855	497	60	437	0	0.120724346076
c054701	44	4	40	0	0.0909090909091
c054704	100	19	81	0	0.19
c008963	609	80	529	0	0.131362889984
c054709	90	12	78	0	0.133333333333
c003851	951	139	739	73	0.146161934805
c037454	168	21	147	0	0.125
c037459	179	13	162	4	0.072625698324
c015338	428	50	378	0	0.116822429907
c015334	364	43	321	0	0.118131868132
c015336	152	16	136	0	0.105263157895
c015330	371	32	339	0	0.0862533692722
c003812	736	86	650	0	0.116847826087
c003810	912	183	729	0	0.200657894737
c011429	233	21	212	0	0.0901287553648
c003819	348	57	291	0	0.163793103448
c011423	414	39	375	0	0.0942028985507
c011466	377	46	331	0	0.122015915119
c012223	102	15	87	0	0.147058823529
c029790	213	34	179	0	0.159624413146
c029792	25	4	21	0	0.16
c018912	377	44	333	0	0.116710875332
c014063	361	41	320	0	0.113573407202
c014061	214	26	188	0	0.121495327103
c010779	199	25	174	0	0.125628140704
c010777	356	63	293	0	0.176966292135
c010774	309	51	258	0	0.165048543689
c010772	495	65	430	0	0.131313131313
c010770	168	22	146	0	0.130952380952
c001231p	1061	116	945	0	0.109330819981
c002032	1295	112	637	546	0.0864864864865
c002036	686	74	612	0	0.107871720117
c001231m	457	42	415	0	0.0919037199125
c000899	1643	207	1436	0	0.125989044431
c000893	1093	132	961	0	0.12076852699
c000896	710	93	617	0	0.130985915493
c000894	1410	213	1197	0	0.151063829787
c022419p	191	29	162	0	0.151832460733
c002383	322	43	279	0	0.133540372671
c002385	833	98	735	0	0.117647058824
c002389	880	98	782	0	0.111363636364
c006491	236	22	214	0	0.0932203389831
c006493	671	88	583	0	0.131147540984
c006495	616	65	551	0	0.105519480519
c013378	297	48	249	0	0.161616161616
c013374	408	53	355	0	0.129901960784
c013370	522	59	463	0	0.113026819923
c012388	393	54	339	0	0.137404580153
c030398	217	33	184	0	0.152073732719
c035140	38	5	33	0	0.131578947368
c035147	159	18	141	0	0.11320754717
c004110	663	90	573	0	0.135746606335
c004111	868	131	737	0	0.150921658986
c004064	542	84	458	0	0.154981549815
c003383	677	87	590	0	0.128508124077
c003381	444	75	368	1	0.168918918919
c003387	513	75	438	0	0.146198830409
c003385	705	77	628	0	0.109219858156
c039447	26	2	24	0	0.0769230769231
c036143	120	18	102	0	0.15
c001723	1127	143	984	0	0.126885536823
c001727	1513	212	1301	0	0.140118968936
c001725	744	82	647	15	0.110215053763
c006274	521	63	458	0	0.120921305182
c006276	239	37	189	13	0.154811715481
c006270	440	54	386	0	0.122727272727
c006272	354	35	319	0	0.0988700564972
c006278	252	28	224	0	0.111111111111
c008952	426	44	382	0	0.103286384977
c008950	411	49	362	0	0.119221411192
c008956	572	87	485	0	0.152097902098
c008958	238	36	202	0	0.151260504202
c013808	232	25	200	7	0.10775862069
c013802	129	16	113	0	0.124031007752
c013804	337	43	294	0	0.127596439169
c013806	436	60	372	4	0.137614678899
c054388	90	11	79	0	0.122222222222
c012477	416	66	350	0	0.158653846154
c026267	100	15	85	0	0.15
c026261	246	26	220	0	0.105691056911
c013215p	135	12	123	0	0.0888888888889
c024932	304	32	245	27	0.105263157895
c024930	167	12	151	4	0.0718562874251
c024936	72	5	66	1	0.0694444444444
c024934	102	21	79	2	0.205882352941
c024939	58	3	55	0	0.051724137931
c001515m	36	6	30	0	0.166666666667
c000712p	961	129	832	0	0.134235171696
c000522	1145	44	305	796	0.0384279475983
c000520	2248	43	301	1904	0.019128113879
c000526	1235	141	1094	0	0.114170040486
c000528	2146	290	1853	3	0.135135135135
c001186	1315	194	1121	0	0.14752851711
c018589	254	24	230	0	0.0944881889764
c018580	271	30	216	25	0.110701107011
c018584	386	37	328	21	0.0958549222798
c018586	290	42	248	0	0.144827586207
c002808	1352	117	1198	37	0.0865384615385
c002800	1186	175	1011	0	0.147554806071
c002806	766	110	656	0	0.143603133159
c002805	527	61	437	29	0.115749525617
c019186	169	18	151	0	0.10650887574
c019184	148	14	134	0	0.0945945945946
c019182	229	30	199	0	0.131004366812
c018236	457	25	221	211	0.054704595186
c018232	200	29	167	4	0.145
c018230	309	33	276	0	0.106796116505
c018238	200	17	183	0	0.085
c014473	352	50	302	0	0.142045454545
c014479	414	34	380	0	0.0821256038647
c014220	148	17	131	0	0.114864864865
c043726	119	21	94	4	0.176470588235
c043720	132	19	113	0	0.143939393939
c020187	340	45	295	0	0.132352941176
c020183	280	23	257	0	0.0821428571429
c020181	110	17	93	0	0.154545454545
c014227	128	14	114	0	0.109375
c020189	386	35	237	114	0.0906735751295
c028414	106	17	89	0	0.160377358491
c028417	245	37	208	0	0.151020408163
c019936	291	45	242	4	0.154639175258
c011970	123	16	96	11	0.130081300813
c011976	161	23	138	0	0.142857142857
c011974	460	56	404	0	0.121739130435
c017127	22	4	18	0	0.181818181818
c017123	266	29	226	11	0.109022556391
c017121	148	16	131	1	0.108108108108
c012339	648	49	349	250	0.0756172839506
c017129	289	36	253	0	0.124567474048
c021580	162	21	141	0	0.12962962963
c021237	318	43	273	2	0.135220125786
c021233	129	19	110	0	0.147286821705
c021231	304	27	277	0	0.0888157894737
c012994	241	27	214	0	0.112033195021
c012996	465	54	292	119	0.116129032258
c012990	217	18	194	5	0.0829493087558
c012992	336	43	293	0	0.127976190476
c012998	360	42	318	0	0.116666666667
c019340	102	13	89	0	0.127450980392
c019342	303	38	265	0	0.125412541254
c047138	115	14	101	0	0.121739130435
c018030	141	13	116	12	0.0921985815603
c018034	213	34	179	0	0.159624413146
c041478	149	15	134	0	0.10067114094
c041476	149	12	137	0	0.0805369127517
c041472	100	13	87	0	0.13
c041470	118	16	102	0	0.135593220339
c027687	110	11	98	1	0.1
c001873m	599	98	501	0	0.163606010017
c016349	162	21	141	0	0.12962962963
c016347	379	60	319	0	0.158311345646
c016341	405	59	346	0	0.145679012346
c016343	211	28	183	0	0.132701421801
c037393	53	4	49	0	0.0754716981132
c037391	138	12	126	0	0.0869565217391
c037397	128	18	110	0	0.140625
c037395	146	19	127	0	0.130136986301
c044375	122	6	116	0	0.0491803278689
c039262	73	7	66	0	0.0958904109589
c025756	324	35	287	2	0.108024691358
c036512	32	0	32	0	0.0
c036515	141	17	124	0	0.120567375887
c014584	256	45	211	0	0.17578125
c028109	95	23	72	0	0.242105263158
c006503m	400	50	350	0	0.125
c015502	287	34	253	0	0.118466898955
c015500	211	27	184	0	0.127962085308
c049398	113	16	97	0	0.141592920354
c011614	173	14	159	0	0.0809248554913
c011612	335	50	285	0	0.149253731343
c011610	197	22	175	0	0.111675126904
c023738	101	10	91	0	0.0990099009901
c031729	144	20	124	0	0.138888888889
c031727	126	10	108	8	0.0793650793651
c029585	131	24	107	0	0.18320610687
c029587	152	19	133	0	0.125
c005906	519	72	447	0	0.138728323699
c005905	731	114	617	0	0.155950752394
c005903	741	86	540	115	0.116059379217
c001489	654	94	560	0	0.14373088685
c001487	1423	207	1208	8	0.145467322558
c001483	1236	168	1068	0	0.135922330097
c004768m	169	31	138	0	0.183431952663
c041396	43	2	41	0	0.046511627907
c002590	1083	127	956	0	0.117266851339
c002595	522	53	469	0	0.10153256705
c002597	972	126	846	0	0.12962962963
c013109	428	50	377	1	0.116822429907
c006682	560	62	498	0	0.110714285714
c006684	613	65	538	10	0.10603588907
c006687	462	43	419	0	0.0930735930736
c013100	332	39	282	11	0.117469879518
c025050	63	10	53	0	0.15873015873
c007215m	201	36	165	0	0.179104477612
c048870	27	3	24	0	0.111111111111
c048872	87	13	74	0	0.149425287356
c001250p	465	67	398	0	0.144086021505
c048876	111	7	104	0	0.0630630630631
c025586	140	16	124	0	0.114285714286
c034609	121	16	105	0	0.132231404959
c025582	150	12	134	4	0.08
c028350	146	10	106	30	0.0684931506849
c007885	495	42	432	21	0.0848484848485
c007887	316	29	287	0	0.0917721518987
c008852	558	65	493	0	0.116487455197
c008850	354	41	313	0	0.11581920904
c007888	242	40	202	0	0.165289256198
c008858	391	38	353	0	0.0971867007673
c043821	64	6	58	0	0.09375
c043820	30	5	25	0	0.166666666667
c032602	202	20	174	8	0.0990099009901
c032607	99	11	88	0	0.111111111111
c003643	545	66	479	0	0.121100917431
c003641	431	57	374	0	0.132250580046
c003647	617	82	534	1	0.132901134522
c003644	997	126	869	2	0.126379137412
c012678	376	59	317	0	0.156914893617
c007550	647	99	548	0	0.153013910355
c007556	291	38	253	0	0.13058419244
c007554	762	91	671	0	0.119422572178
c012673	370	45	317	8	0.121621621622
c012675	570	71	499	0	0.124561403509
c026586	181	20	161	0	0.110497237569
c019029	369	28	341	0	0.0758807588076
c019022	194	23	170	1	0.118556701031
c048258	52	5	47	0	0.0961538461538
c019027	459	62	395	2	0.135076252723
c004225	506	73	433	0	0.144268774704
c024872	148	8	136	4	0.0540540540541
c024870	163	26	137	0	0.159509202454
c004229	916	130	786	0	0.14192139738
c000728m	486	70	416	0	0.144032921811
c029005	144	19	125	0	0.131944444444
c029000	205	26	174	5	0.126829268293
