contig	Nc
c020514	55.51
c020516	51.54
c020510	61.00
c020512	53.80
c002699	59.16
c004145	51.08
c050092	59.42
c009514	55.23
c009516	49.60
c009510	49.59
c043862	48.83
c018464	50.87
c053019	49.79
c045540	51.90
c017026	56.88
c017024	61.00
c006509	59.51
c021645	55.30
c006508	50.27
c021648	61.00
c021395	57.21
c021393	56.99
c013900	58.92
c013905	61.00
c013907	38.49
c013908	48.78
c046701	49.49
c001307m	51.50
c016089	36.98
c016086	51.63
c016084	48.25
c052657	56.74
c011206m	48.24
c019820	58.26
c019824	53.87
c019828	60.24
c015196	57.63
c015192	46.14
c050875	46.77
c017979	57.85
c044702	59.74
c044704	52.32
c020468	57.12
c016626	61.00
c016624	58.73
c016622	60.70
c015447	56.06
c015445	53.75
c028275	61.00
c011533	51.05
c043051	56.18
c011537	61.00
c023937	47.13
c023934	60.20
c023930	57.33
c000323m	57.07
c029939	56.03
c022656	61.00
c001668	55.68
c001908p	54.30
c036631	57.70
c004473	59.71
c001908m	54.15
c001217p	52.19
c018849	53.98
c018841	53.17
c005778	56.88
c018845	44.11
c018847	61.00
c014715	54.02
c014717	50.81
c008709p	53.03
c010665	45.35
c010667	58.15
c008709m	38.25
c010663	51.00
c026575	56.00
c010669	56.28
c002121	55.33
c020847	52.98
c002125	53.40
c002126	53.07
c002128	55.04
c030179	47.33
c030173	52.80
c030177	61.00
c013044	51.38
c028729	51.22
c013040	51.74
c013042	58.78
c028723	61.00
c028721	60.87
c028727	60.00
c000453m	54.09
c006095	55.60
c006096	54.53
c006090	55.42
c006099	61.00
c003250	52.34
c003253	55.91
c017569	54.18
c039511	46.00
c007943	57.39
c007945	51.85
c007948	55.31
c037212	53.42
c015948	54.33
c012107	54.20
c015942	54.73
c015940	61.00
c006361	49.32
c006366	55.57
c003787	53.97
c006368	49.30
c003783	58.47
c003781	55.24
c026235	58.85
c012716	36.74
c029499	52.02
c012712	54.67
c029491	49.24
c029495	54.79
c026234	52.59
c026233	56.24
c000734p	60.62
c026376	55.65
c033213	60.16
c034836	58.64
c019499	51.25
c019491	45.19
c020155	50.14
c019495	49.04
c008008	52.69
c008787m	54.70
c008005	57.88
c008007	52.96
c008001	57.11
c012100	49.53
c000250	57.67
c000252	55.30
c029337	61.00
c018451	61.00
c045145	59.63
c019907	48.03
c000037p	58.92
c052516	52.35
c052518	51.58
c025951	60.87
c025957	53.66
c029333	60.72
c003067	56.88
c009753	54.15
c031309	60.66
c003995m	51.69
c041607	61.00
c011993p	50.37
c045272	43.34
c011993m	50.22
c020823	54.56
c020827	47.59
c020829	53.69
c018055	53.24
c011947	59.01
c012022	52.41
c007266	57.47
c017358	49.21
c012365	55.37
c017355	59.68
c017352	55.48
c000152	56.06
c021849	60.25
c050739	54.65
c021843	61.00
c021847	47.95
c012028	61.00
c038464	52.74
c025169	55.98
c022391	54.07
c025161	51.90
c025165	60.78
c034221	47.72
c034227	47.71
c011735	55.68
c011737	53.65
c011731	56.87
c011733	52.59
c011739	61.00
c017600	57.07
c017604	48.39
c017608	57.67
c022538	49.84
c022534	59.77
c022536	56.90
c016195	57.79
c026434	56.71
c026436	51.06
c026430	61.00
c009998	57.68
c027148	60.87
c027146	50.03
c010465	56.23
c010463	53.18
c010461	57.15
c010469	56.39
c016959	59.29
c016955	49.43
c016953	60.71
c026035	51.79
c042588	45.21
c042582	57.21
c042586	60.98
c053935	61.00
c020492	58.64
c020494	46.39
c027858	40.91
c002828p	59.55
c027853	44.53
c027855	61.00
c043987	47.49
c043981	46.26
c041042	54.36
c043635	53.93
c045261	41.10
c045269	55.33
c046006	53.11
c003029	56.87
c001073p	45.43
c002008p	53.23
c021457	56.74
c021455	45.28
c021453	61.00
c021451	54.32
c021459	42.99
c031924	30.58
c026493	53.79
c038952	60.79
c047359	48.99
c047352	58.36
c046918	61.00
c046910	49.08
c042209	46.85
c042205	45.52
c042207	56.53
c052751	41.07
c044518	56.15
c044510	43.25
c006128	57.79
c019313	59.21
c037426	47.13
c002667p	48.22
c028493	52.08
c039379	60.48
c039377	46.01
c039375	59.05
c039373	50.34
c002667m	48.91
c035861	59.43
c003848	55.53
c015365	59.62
c015362	57.97
c015360	53.89
c011478	54.41
c011476	57.60
c043154	49.71
c011471	46.84
c035794	53.61
c035790	61.00
c013514	59.25
c031145	51.83
c031141	59.20
c001191	54.15
c001193	50.74
c001195	48.62
c040517	51.48
c040515	47.18
c036449	56.97
c036442	47.94
c011726m	42.15
c030329	56.37
c035131	57.39
c035137	49.17
c002082	55.90
c002080	56.98
c002085	50.82
c005854	60.26
c005850	56.08
c000820	56.02
c000827	59.53
c000825	53.49
c001776	51.56
c001772	58.93
c001778	53.80
c000622p	56.29
c020301	48.71
c021786	51.43
c000376m	55.09
c025765	58.47
c025767	40.52
c025761	42.92
c025768	61.00
c052440	44.14
c039490	61.00
c018134	47.62
c013254	54.17
c003023	52.34
c003021	50.78
c008908	54.53
c003024	52.09
c008901	54.94
c008903	59.17
c007733	52.84
c007730	58.00
c007736	54.19
c007734	48.49
c007739	55.81
c003748m	56.51
c019688	51.48
c019680	57.67
c019682	48.64
c019684	61.00
c032575	57.29
c032579	53.43
c044343	45.71
c023601	56.46
c023605	61.00
c023609	61.00
c053342	47.17
c026239	51.03
c024969	53.68
c019130	52.62
c024964	52.95
c024960	56.87
c005077	55.09
c004337	55.83
c004335	61.00
c004338	56.49
c026188	61.00
c000010m	56.43
c026186	58.65
c026182	59.96
c030036	51.38
c031803	54.26
c031806	45.95
c030032	55.94
c002857	56.85
c002850	52.41
c002858	55.54
c004596	58.24
c004594	56.31
c004593	59.89
c002754	57.92
c004599	33.45
c005468	50.70
c005464	56.25
c005466	52.73
c005460	49.21
c005462	56.45
c009367	53.48
c009365	53.58
c009369	55.34
c028910	53.80
c028912	48.46
c028914	55.71
c037637	56.07
c009947	57.33
c009942	56.08
c009940	49.77
c005128	53.41
c009949	52.47
c030860	52.16
c030864	56.13
c030866	49.61
c004844	53.78
c004847	61.00
c004841	53.47
c004843	60.46
c003522p	51.12
c020439	50.21
c003522m	50.28
c024115	54.24
c016454	55.98
c016456	61.00
c016450	57.68
c016458	60.60
c022219	52.23
c025248	55.53
c022210	53.78
c023569	58.74
c014161	58.38
c014167	54.37
c023560	61.00
c023564	59.10
c023566	53.67
c010852	53.84
c010851	47.39
c006196	52.83
c032056	30.87
c003114	51.19
c043968	43.47
c012173	57.76
c011105	54.33
c011103	50.83
c011101	56.19
c009271	61.00
c011108	54.97
c007827	56.33
c017435	53.02
c017431	47.52
c008833	49.34
c009276	49.48
c008834	53.98
c051705	45.89
c051707	56.57
c051701	37.05
c015777	57.12
c015771	51.93
c015773	59.67
c015779	57.88
c016707	53.49
c027487	47.04
c027485	55.57
c002883p	48.55
c027488	47.94
c014423	47.43
c004737	54.04
c014429	57.79
c053704	38.49
c020685	58.93
c027789	50.74
c004731	53.25
c000321m	52.20
c039929	55.11
c020137	50.55
c020132	57.46
c027782	58.74
c020138	55.68
c050906	61.00
c052361	47.58
c011924	58.02
c011926	49.09
c011920	60.54
c011922	61.00
c007242	58.07
c007240	54.57
c011928	52.35
c017194	58.23
c017190	55.88
c012348	54.00
c046233	44.47
c019332	56.04
c019334	48.79
c026528	47.99
c012612	48.75
c052943	59.17
c047673	46.46
c047671	27.20
c013497	56.29
c000413m	56.48
c033970	61.00
c048141	42.47
c044497	56.32
c044493	61.00
c024213	54.12
c048499	57.45
c016319	59.74
c049328	31.14
c022358	55.23
c049320	44.74
c000163	54.90
c000160	58.72
c000166	58.85
c000679p	55.06
c022353	53.63
c001696p	60.03
c028685	57.21
c028687	50.14
c035618	59.13
c035610	53.12
c017074	59.30
c000679m	55.72
c029881	54.67
c029883	56.10
c040498	52.45
c030083	56.64
c029557	52.94
c001386	51.32
c029559	58.99
c015105p	50.70
c005834m	33.43
c017073	61.00
c005834p	45.88
c024685	52.26
c024687	37.74
c024683	60.59
c012727p	44.92
c026683	57.52
c026687	61.00
c026685	49.85
c002542	53.38
c002540	58.80
c002546	54.00
c002544	56.88
c002549	51.83
c013179	49.04
c006650	59.08
c006656	47.30
c013172	50.22
c010704m	51.42
c048807	50.90
c028306	49.90
c022766	54.88
c028309	60.97
c023015	54.73
c023019	53.26
c026069	56.89
c028097	58.16
c008718	54.21
c008715	47.13
c008711	50.38
c008713	55.13
c008166	61.00
c044051	55.52
c005360	57.66
c004276	55.46
c004274	55.00
c004272	56.07
c004270	59.32
c004278	56.16
c028090	52.24
c013447m	49.69
c010121	59.64
c033529	60.86
c027646	33.10
c027648	49.85
c009045	61.00
c009043	57.31
c009040	59.57
c009049	56.09
c017132	58.50
c009599	57.35
c009595	56.08
c009596	55.11
c053542	59.26
c004333p	61.00
c018315	57.09
c018316	49.41
c027268	53.58
c020335	61.00
c020337	54.76
c017136	60.66
c004534	59.49
c025060	49.25
c002836p	52.13
c002342m	59.72
c002342p	46.80
c042317	58.92
c017139	61.00
c032116	58.20
c015114	55.02
c043367	54.63
c043361	58.07
c043363	38.55
c022008	54.65
c022001	59.09
c003435	59.10
c022398	57.59
c014246	57.04
c044128	49.08
c010956	56.82
c010954	53.98
c010952	54.35
c010958	49.59
c011316	50.73
c011314	55.37
c014799	55.14
c014794	48.70
c014796	61.00
c014790	51.98
c054074	55.32
c054070	61.00
c002775p	28.19
c051000	26.00
c053493	54.60
c035369	58.18
c008881	50.52
c041932	60.25
c017260	48.61
c001543	58.67
c001547	55.76
c040927	61.00
c050355	55.72
c050351	55.75
c028255	56.46
c000393p	54.66
c028254	40.44
c027528	54.03
c027523	55.70
c027525	55.41
c036928	57.48
c036926	46.98
c029412	45.53
c029410	53.55
c029414	56.17
c006019	55.31
c042617	58.91
c006017	55.04
c042613	40.14
c000708	58.15
c000701	55.21
c000707	55.39
c000705	57.90
c053546	58.97
c019410	49.51
c019412	50.86
c019414	50.15
c019419	56.48
c047594	57.10
c034069	47.48
c046467	41.86
c046461	26.50
c002623	51.30
c002621	56.93
c002625	58.54
c002629	57.87
c052042	60.43
c052040	61.00
c008558	52.71
c008557	57.85
c008555	56.08
c008550	52.73
c007401	57.95
c033831	49.21
c043602	56.19
c052599	58.31
c043600	45.56
c052592	31.11
c032127	54.87
c032128	52.11
c008736	50.64
c018760	52.64
c008086	52.52
c018767	61.00
c007051	55.03
c008089	58.25
c007055	55.02
c005553p	55.10
c040109	61.00
c005553m	42.97
c047730	61.00
c001795m	50.31
c001795p	48.61
c001339	56.76
c000142m	50.27
c032878	59.11
c049086	61.00
c006870	56.40
c006875	48.23
c041674	56.65
c032383	38.58
c008307m	53.26
c004642m	55.63
c028561	53.36
c028563	55.31
c028568	50.94
c011410	55.46
c015131	50.28
c011415	34.36
c031526	61.00
c039718	61.00
c039714	58.86
c004223p	55.81
c030432	49.57
c013159p	49.70
c001065	57.34
c001061	56.96
c001063	58.52
c026002	58.69
c001069	52.60
c045727	61.00
c001027m	56.70
c025698	60.45
c025691	55.75
c025693	41.69
c025695	53.61
c026925	42.29
c026923	55.09
c026921	56.58
c003757p	57.09
c034848	49.65
c034842	58.88
c034840	50.38
c033712	47.79
c033716	59.23
c033714	48.29
c023196	61.00
c023192	52.46
c023198	53.58
c023263	59.89
c023267	60.70
c023265	53.88
c032446	40.74
c032448	51.86
c003314m	52.75
c020410	61.00
c020412	48.81
c020414	50.93
c020416	49.96
c020418	52.29
c009257	51.70
c009253	53.56
c002780m	50.16
c043909	61.00
c002780p	59.05
c004758	56.94
c004754	53.11
c004756	48.64
c050621	56.29
c004752	50.24
c037296	51.90
c005353	53.90
c038405	25.71
c038404	61.00
c021762	51.90
c021764	57.08
c021766	61.00
c021768	61.00
c043175	58.18
c005351	61.00
c026033	57.34
c005350	47.37
c014871	55.69
c014873	53.50
c014875	59.89
c005002	60.86
c005000	56.89
c046998	51.35
c042285	57.85
c042289	61.00
c009946p	60.05
c022900	56.58
c022902	60.05
c000781p	50.64
c015098	53.29
c015093	61.00
c015095	60.58
c043489	54.68
c012848	60.56
c017830	48.44
c017832	44.42
c012846	53.07
c012844	58.68
c016749	51.44
c001923m	53.44
c016741	55.45
c016743	51.84
c016745	58.45
c016747	55.58
c044590	42.18
c016156	58.21
c009010p	50.29
c043039	48.41
c000689p	54.09
c052784	58.80
c009010m	51.57
c036779	59.91
c016159	46.25
c036775	56.29
c016158	60.01
c038425	41.25
c018928	55.55
c018922	59.13
c018925	60.33
c014057	47.46
c014053	49.32
c014051	55.86
c014058	57.02
c010747	52.82
c010745	56.41
c010743	58.71
c010748	52.06
c002003	52.86
c002001	52.31
c002005	56.48
c018337	51.35
c044861	53.17
c002251p	57.46
c030634	49.13
c030636	60.39
c002251m	55.82
c000689m	56.39
c025849	58.47
c013320	52.59
c013322	56.52
c013324	50.30
c013326	60.91
c013328	61.00
c023694m	57.98
c001266	58.35
c001264	56.76
c001261	58.28
c001268	53.07
c003351	57.36
c003353	51.01
c028173	46.23
c028177	61.00
c039412	45.66
c030655	53.15
c030652	49.88
c015869	57.83
c011352	61.00
c015863	53.52
c015865	61.00
c013584	61.00
c013586	55.10
c013580	53.04
c013582	48.26
c012450	51.56
c012452	50.84
c012454	55.63
c012456	55.19
c012458	51.43
c043035	58.83
c006698	61.00
c013850	61.00
c013856	58.83
c013854	50.69
c013858	61.00
c029229	48.43
c012186	60.99
c012184	53.46
c012182	55.83
c012180	59.02
c007975	47.28
c006209	54.71
c006206	48.70
c006200	57.29
c006202	52.88
c007155	59.29
c007152	59.68
c007150	58.08
c013303	58.75
c000510	51.02
c000516	52.64
c000514	54.03
c016018	61.00
c019601	54.99
c019603	57.49
c019605	54.66
c019607	55.92
c003777p	55.26
c000680m	54.83
c048382	47.92
c048386	61.00
c048384	48.28
c052251	61.00
c003179p	52.13
c037107	50.89
c037108	51.95
c028991	53.96
c035857	54.88
c001280	56.68
c048521	45.56
c014313	53.94
c004519	48.66
c004517	53.69
c004513	54.24
c004511	53.32
c035157	51.10
c018261	51.30
c018263	56.65
c018266	60.52
c031228	55.35
c031224	60.45
c031227	58.22
c031221	49.86
c031223	44.55
c030578	41.55
c030576	60.36
c003377	56.01
c016013	58.26
c028150	45.86
c036416	49.63
c003370	50.11
c024197	55.88
c024191	61.00
c029632	56.45
c011682m	48.19
c011682p	42.22
c008357	54.65
c007126	55.32
c024738	47.84
c021928	61.00
c021922	50.76
c021920	56.18
c021924	58.01
c022290	46.98
c022292	55.65
c022296	39.80
c022298	39.34
c034474	37.01
c022475	59.60
c022477	57.50
c022472	49.14
c022479	44.40
c004156	56.03
c006260	53.54
c006261	48.06
c026775	58.94
c026773	56.42
c026771	57.55
c033695	61.00
c026778	49.96
c004153	57.26
c016941p	60.51
c041881	50.62
c006269	50.02
c016352	52.95
c033129	38.37
c004159	56.77
c000812	54.01
c027370	48.91
c027372	50.70
c027374	55.05
c027376	60.89
c009503	61.00
c010239	57.34
c010237	56.35
c010235	54.81
c010233	57.87
c010231	56.03
c014497	60.07
c050785	58.54
c053874	61.00
c053876	41.75
c053873	52.94
c014495	59.99
c027956	54.07
c027952	52.52
c027958	53.41
c053788	52.86
c020603	61.00
c020605	39.72
c020607	49.04
c031331	54.72
c014493	60.75
c040785	39.28
c016359	55.35
c047453	52.08
c053123	55.36
c053121	61.00
c017116	61.00
c017114	60.79
c017110	50.88
c047457	61.00
c025873	50.79
c013839	56.94
c021269	61.00
c021261	57.37
c021263	56.24
c021265	55.17
c001086p	53.04
c020385	59.13
c007532m	56.73
c046816	47.12
c047147	60.24
c047143	50.04
c020389	50.81
c026253	40.39
c007363	54.19
c016397	51.90
c029202	55.37
c016393	61.00
c016391	54.02
c037342	48.78
c008731	59.81
c039238	53.77
c039232	32.36
c054546	57.39
c030319	47.62
c038167	58.67
c015281	55.54
c015283	55.01
c015285	61.00
c015287	61.00
c018068	55.89
c049631	56.10
c018062	48.48
c018060	57.39
c008737	52.43
c018064	47.65
c039180	41.25
c035695	51.39
c035697	50.24
c035699	54.45
c015536	54.81
c015534	55.08
c015530	57.89
c015538	57.95
c011626	54.44
c011625	55.11
c011620	51.07
c011629	61.00
c029807	51.08
c029803	35.74
c040415	61.00
c031756	33.50
c031759	61.00
c030004	55.76
c002272m	54.35
c001946p	58.84
c005950	53.60
c005952	55.78
c005954	55.78
c005959	52.44
c002239	53.72
c041783	57.88
c002234	53.23
c041785	40.73
c013289	54.94
c013282	50.61
c013280	53.50
c013284	52.66
c015748p	47.87
c000388m	57.29
c025003	61.00
c025007	61.00
c001486m	54.65
c028038	59.14
c001873p	60.89
c053233	50.70
c004836p	48.30
c028388	54.68
c028384	37.96
c028381	48.93
c028383	61.00
c008866	48.21
c008864	55.05
c008862	50.40
c008860	54.48
c008412p	51.79
c003678	56.13
c032636	59.59
c032634	57.10
c003672	53.88
c003671	52.12
c008794	53.85
c008796	54.84
c008791	48.81
c008793	58.45
c007563	56.71
c007561	52.98
c007567	57.33
c007565	56.59
c029385	48.31
c029383	56.47
c012628	59.48
c019072	61.00
c019070	61.00
c024846	57.95
c019079	52.91
c024840	34.66
c011082	60.72
c002498	55.84
c029074	53.13
c000495	57.22
c000491	56.89
c033324	47.63
c033322	45.39
c013916	49.19
c032097	61.00
c032095	53.91
c032093	59.98
c008139	50.14
c028456	59.46
c008131	56.29
c008133	56.88
c008135	51.59
c008137	49.37
c000320	54.86
c000322	55.00
c004197m	47.70
c000328	53.09
c002796	55.09
c002794	57.73
c004197p	48.38
c002790	58.30
c004493	53.29
c004491	50.86
c004496	56.83
c049578	60.86
c005548	51.73
c005547	58.79
c005545	55.47
c005543	54.51
c023733	61.00
c028817	55.81
c028819	52.84
c012842	55.28
c033823	44.17
c031018	60.45
c031013	42.42
c030948	58.18
c003917	54.78
c003915	56.52
c003913	55.45
c003910	54.21
c019198	49.46
c025713	36.50
c021069	53.84
c021067	50.75
c012432	53.60
c016552	55.47
c016554	54.82
c025368	61.00
c025360	55.01
c025364	58.36
c035751	52.34
c006216p	50.16
c016095	56.24
c022080	57.84
c022082	61.00
c022084	52.84
c034533	61.00
c034531	52.32
c023752	55.00
c023756	53.00
c023754	54.62
c051080	61.00
c051084	52.14
c012437	51.88
c011023	58.87
c011026	57.43
c011028	51.91
c017778	53.18
c017772	58.10
c037442	53.00
c011398	55.76
c011396	51.33
c011394	56.48
c011392	61.00
c011390	60.61
c008173m	56.40
c051665	56.53
c015630	52.30
c017092	58.53
c017090	51.67
c046176	45.37
c000752m	61.00
c046171	50.06
c004535	52.83
c001836	44.81
c001835	48.62
c001839	59.37
c040236	47.57
c004538	53.32
c011376	61.00
c011859	49.50
c045641	59.26
c011858	54.99
c040187	55.71
c040189	56.40
c011851	59.31
c011850	57.74
c038829	52.85
c038825	48.82
c038821	52.07
c038823	39.15
c000765m	57.54
c019279	56.60
c019275	55.41
c019277	49.43
c019271	44.82
c019273	46.99
c010025	46.02
c018188	61.00
c008486	56.33
c018186	46.00
c018181	60.84
c041582	52.10
c008489	53.64
c041584	49.70
c012132	60.01
c045369	44.02
c012131	54.13
c016052	48.08
c016054	61.00
c016638	50.51
c016639	51.81
c000006	56.70
c000002	55.50
c000009	56.54
c000120m	58.86
c045366	46.73
c048350	41.77
c048351	50.54
c040901	61.00
c016636	49.42
c048357	57.86
c004929	46.61
c004922	58.17
c004927	55.18
c004924	46.19
c000256p	58.06
c039794	61.00
c039796	40.18
c040206	48.08
c004624p	52.14
c004624m	52.14
c009775m	61.00
c000910	57.28
c000919	55.17
c029619	54.02
c009775p	60.83
c030217	54.44
c030215	49.25
c030213	47.81
c030219	58.73
c038044	43.63
c026158	55.43
c019132	53.73
c033425	61.00
c002464	58.95
c002466	57.04
c002461	55.75
c002463	52.26
c006515	51.14
c006517	51.46
c006513	57.22
c023926	52.43
c033796	52.56
c003059p	50.68
c036670	49.19
c013742	45.31
c028265	45.60
c028263	53.32
c028261	56.46
c025619	49.08
c013748	44.69
c032776	50.89
c003739	52.98
c003737	53.60
c003735	57.49
c003733	52.26
c003731	60.53
c008619	54.05
c007648	53.51
c007645	54.71
c007643	50.96
c007640	51.73
c006280	54.27
c034979	54.86
c006281	56.54
c023114	55.56
c023110	55.28
c048018	40.75
c048013	50.93
c004028	56.29
c004027	56.28
c004025	57.04
c049940	53.63
c027720	40.13
c027726	55.86
c027724	57.44
c027728	54.94
c031930	54.94
c031932	43.82
c009160	47.62
c001880p	57.84
c009168	49.50
c038856	54.25
c025989	44.72
c025980	46.56
c025984	54.08
c025986	61.00
c006288	58.88
c005086	45.77
c005082	54.34
c020274	54.85
c020276	57.37
c005088	54.76
c019207	37.89
c019200	40.33
c019201	52.68
c003390m	52.07
c036677	55.05
c002350p	50.02
c022983	56.69
c022987	52.94
c018153	48.95
c018152	61.00
c021184	57.03
c021186	54.38
c021180	53.20
c021182	52.25
c015011	60.88
c015015	52.04
c015017	55.30
c015019	51.47
c043402	38.29
c024200	58.12
c024202	53.22
c024206	48.31
c022365	55.07
c022367	61.00
c022361	53.47
c016298	52.60
c016292	50.16
c016290	50.42
c016296	58.06
c016294	58.56
c010671	51.06
c014361	31.62
c014363	46.09
c014365	54.62
c014367	43.38
c014369	61.00
c018187p	50.60
c002066p	59.76
c018187m	50.60
c004164	53.20
c011213	52.79
c011211	60.42
c011217	59.59
c011215	57.07
c011219	60.92
c054130	56.42
c054132	46.26
c016001	54.77
c002138	55.21
c002139	55.43
c001659m	54.66
c035243	40.72
c047899	59.36
c047892	56.12
c047890	55.82
c047894	41.40
c006451	57.81
c054860	36.51
c050149	53.95
c050141	50.78
c027246	45.60
c027240	56.29
c027248	49.78
c006756	53.72
c006754	50.44
c006752	55.95
c006750	52.83
c001567p	48.99
c000625	55.55
c000620	57.14
c000628	57.41
c038324	48.46
c006286	58.57
c006283	54.46
c013506	57.50
c013502	57.99
c053416	45.63
c053412	61.00
c000591	53.43
c000597	58.54
c046300	49.74
c000599	58.43
c007488	57.39
c007480	55.80
c007482	52.11
c007484	52.55
c038986	46.25
c001976	58.77
c001974	52.65
c001972	55.62
c001979	49.21
c013070	48.52
c008360	56.63
c008362	52.91
c008364	52.78
c008369	53.37
c000565m	56.39
c013077	55.60
c003670	54.44
c047079	42.97
c049434	47.50
c047074	61.00
c018558	49.90
c018555	50.81
c017901	53.25
c028599	53.68
c040796	38.52
c032931	57.14
c006814m	54.27
c036232	31.03
c035900	47.40
c035902	53.08
c024462	48.40
c005241	57.10
c001850	55.60
c028440	57.41
c005249	59.78
c028449	46.81
c001853	55.48
c054471	48.65
c001854	55.95
c006086	58.35
c001857	55.26
c031446	55.40
c003267	49.51
c003262	57.95
c001146	52.16
c001144	59.69
c001140	61.00
c001149	58.57
c034347	61.00
c007976	55.39
c007971	55.77
c007972	61.00
c022166	50.06
c022164	45.78
c022162	53.08
c022160	58.79
c025798	35.19
c022168	59.12
c026840	53.66
c026842	49.26
c026846	61.00
c026848	39.56
c001684	56.58
c025462	46.59
c025466	54.80
c025464	60.95
c025469	54.05
c001350m	54.93
c033616	61.00
c033614	52.54
c033619	52.15
c000652p	54.70
c008408	51.81
c008400	55.08
c008404	60.94
c008407	59.09
c050718	52.72
c005823m	52.01
c023309	50.73
c023304	60.46
c013253	61.00
c032258	47.75
c032254	59.91
c032256	55.56
c032250	61.00
c032252	57.85
c004383	49.44
c004387	52.58
c004385	54.57
c004389	55.30
c007517	51.24
c007682	46.98
c004658	50.94
c050709	29.03
c004655	61.00
c004657	55.53
c012701	56.66
c023503	61.00
c023501	51.11
c023506	61.00
c006814p	47.25
c003512p	49.56
c021559	56.76
c021553	40.14
c021551	50.03
c021557	57.58
c021555	53.58
c001774p	61.00
c009469	50.26
c009461	56.76
c009462	59.81
c005125	57.43
c005127	52.12
c051943	36.13
c009593	53.64
c033402p	48.68
c009592	51.32
c046897	61.00
c006371p	54.97
c012964	55.75
c012966	56.37
c012962	52.76
c019955	58.49
c019957	54.77
c019951	51.82
c015200	61.00
c012827	61.00
c015206	54.08
c015208	54.18
c043216	55.10
c001240	58.26
c036037	44.19
c023841	43.56
c023847	52.72
c023849	55.30
c013357	57.52
c038503	45.19
c038509	45.17
c001678p	53.14
c001830p	51.48
c025661	61.00
c014669	48.21
c032857	59.16
c014663	57.87
c014665	51.61
c010578	49.31
c010571	52.84
c010573	58.06
c010575	57.34
c010576	55.79
c035563	60.42
c035561	58.19
c042981	55.68
c037857	54.03
c041322	58.65
c013206	58.62
c013204	50.93
c013208	58.26
c033827p	34.52
c012441m	61.00
c007027	52.34
c001200p	57.22
c012441p	53.48
c007024	56.98
c004029p	53.28
c010881m	61.00
c017318	53.14
c001439	55.38
c001437	52.81
c001435	54.32
c001433	51.81
c001431	54.05
c015781	51.25
c015783	59.38
c005698p	53.64
c015788	49.96
c003146	50.98
c003140	50.05
c003142	57.87
c011368	51.06
c003149	56.80
c007875	58.03
c007877	56.51
c007873	52.93
c012554	56.36
c012556	43.37
c012552	60.05
c000246	58.80
c002656	55.47
c036819	61.00
c048761	58.03
c029301	61.00
c007298	56.73
c007290	50.10
c007292	57.38
c007294	51.62
c007296	58.04
c000417	56.39
c000415	58.57
c000412	57.68
c000410	55.18
c000419	51.13
c019569	53.97
c002194	55.51
c019561	60.11
c012189m	50.67
c002719	57.93
c002717	55.40
c000358	39.91
c000912p	49.98
c037029	51.81
c018699	53.86
c018694	57.45
c018696	59.71
c018693	40.22
c048448	49.12
c035524	53.37
c048443	43.77
c004412	54.29
c004417	51.57
c004415	58.11
c018349	58.32
c018343	55.23
c018341	46.82
c018347	48.69
c039083	28.30
c022124	57.05
c003997	58.84
c003992	61.00
c003990	58.50
c003999	54.42
c028894	50.89
c028891	61.00
c028892	41.94
c013110	50.08
c038809	43.27
c006908	54.91
c006906	59.49
c006904	50.19
c006900	50.67
c031094	54.95
c031092	43.43
c009662	56.05
c009660	55.72
c009666	52.20
c030727	56.54
c030722	55.02
c030720	57.47
c013666p	58.02
c030729	55.86
c024090	55.03
c024092	53.72
c024094	52.70
c024096	55.85
c007031m	56.17
c007031p	47.41
c027975	57.99
c032151	54.69
c032150	40.31
c013779	55.58
c027970	56.30
c020955	55.33
c020953	54.02
c013773	56.00
c020959	60.59
c024674	47.98
c024676	49.16
c024672	56.58
c024679	58.01
c013777	46.83
c013775	49.55
c034741	53.24
c013650	56.53
c013653	50.71
c026631	60.23
c026634	47.50
c001066m	51.21
c009605	56.66
c033003	57.71
c033009	48.45
c003105p	51.56
c027036	61.00
c027034	48.35
c013244	53.87
c025628	60.90
c010378	56.32
c010372	54.88
c010370	58.12
c051377	61.00
c016821	53.30
c016825	61.00
c016829	50.57
c003702	49.72
c003703	56.38
c027694	58.37
c027692	61.00
c009742	55.99
c020568	49.11
c020567	49.68
c020561	58.42
c020563	55.79
c007670	61.00
c043831	61.00
c043833	61.00
c043835	40.13
c043837	49.11
c050535	54.91
c011888	47.63
c011886	49.51
c053043	54.63
c011883	53.59
c011881	59.98
c017010	61.00
c017016	48.80
c021694	47.52
c021696	56.33
c019119	51.23
c016492	50.73
c016493	55.89
c021348	54.94
c021342	54.45
c021341	54.76
c021345	58.29
c013958	54.03
c013956	52.43
c013954	50.62
c013950	49.40
c001127p	56.01
c001127m	56.88
c047220	61.00
c047224	61.00
c047226	47.76
c047228	44.59
c044757	61.00
c017908	61.00
c001417m	54.18
c052669	53.21
c001733m	58.25
c001733p	57.58
c047487	61.00
c037552	60.47
c023165	61.00
c018106	51.99
c018101	56.60
c018109	52.07
c039063	49.55
c039061	48.50
c039067	49.87
c005069p	58.42
c047950	49.65
c047956	49.93
c015479	59.35
c011503	56.27
c011501	53.91
c044286	49.45
c011509	49.64
c017394	53.53
c044280	53.44
c017395	51.58
c017396	55.41
c002778m	46.93
c019115	57.57
c031651	58.64
c031655	48.37
c036609	56.91
c029694	55.93
c003427p	46.70
c013658	55.18
c018817	47.26
