title                    	CAI	CBI	Fop	
c028353                  	0.705	0.026	0.463	
c028355                  	0.808	0.113	0.507	
c026618                  	0.783	0.055	0.478	
c026610                  	0.761	0.108	0.493	
c026614                  	0.775	0.050	0.461	
c026616                  	0.691	-0.185	0.333	
c002828m                 	0.731	-0.082	0.405	
c007880                  	0.748	-0.022	0.427	
c007882                  	0.756	0.180	0.527	
c033061                  	0.824	0.281	0.597	
c048898                  	0.756	0.031	0.460	
c002697m                 	0.770	0.014	0.456	
c002697p                 	0.701	0.001	0.435	
c023088                  	0.747	0.129	0.514	
c023086                  	0.741	0.071	0.468	
c023084                  	0.804	0.168	0.533	
c010353                  	0.746	-0.018	0.439	
c010355                  	0.759	0.230	0.565	
c010357                  	0.770	-0.002	0.455	
c010359                  	0.771	0.016	0.456	
c051353                  	0.746	-0.043	0.430	
c025560                  	0.795	0.120	0.500	
c001819                  	0.779	0.109	0.503	
c004475                  	0.787	0.089	0.492	
c032335                  	0.758	0.077	0.473	
c005789p                 	0.725	0.031	0.458	
c020508                  	0.811	0.223	0.575	
c053687                  	0.686	-0.242	0.298	
c020503                  	0.713	-0.059	0.426	
c020501                  	0.789	0.091	0.494	
c020507                  	0.746	0.094	0.493	
c020505                  	0.728	0.061	0.473	
c004178                  	0.778	0.180	0.545	
c004170                  	0.720	0.017	0.437	
c004172                  	0.770	0.068	0.490	
c004174                  	0.743	0.016	0.449	
c004177                  	0.795	0.237	0.567	
c009529                  	0.718	0.102	0.471	
c009522                  	0.770	0.246	0.595	
c009524                  	0.810	0.176	0.529	
c009526                  	0.734	-0.072	0.372	
c018362                  	0.751	0.001	0.443	
c053068                  	0.774	0.326	0.614	
c017031                  	0.738	0.004	0.429	
c017033                  	0.736	0.024	0.447	
c017035                  	0.749	-0.004	0.471	
c017037                  	0.806	0.198	0.557	
c017038                  	0.752	-0.033	0.424	
c003272m                 	0.736	0.114	0.489	
c003272p                 	0.779	0.044	0.472	
c012851                  	0.765	0.070	0.488	
c012853                  	0.711	0.070	0.455	
c012670                  	0.716	-0.066	0.398	
c007559                  	0.767	0.132	0.507	
c012858                  	0.776	0.221	0.547	
c013937                  	0.769	-0.086	0.406	
c013932                  	0.735	0.069	0.478	
c013938                  	0.717	-0.032	0.420	
c048255                  	0.799	0.254	0.589	
c029513                  	0.717	-0.011	0.455	
c046732                  	0.596	-0.151	0.366	
c017963                  	0.726	0.126	0.513	
c017966                  	0.796	0.215	0.569	
c017964                  	0.691	0.044	0.426	
c019025                  	0.787	0.340	0.602	
c052640                  	0.702	-0.015	0.421	
c052644                  	0.761	-0.004	0.443	
c052648                  	0.671	0.152	0.524	
c004226                  	0.774	0.175	0.544	
c004227                  	0.745	0.010	0.445	
c004221                  	0.768	0.175	0.532	
c008485m                 	0.728	0.006	0.411	
c019836                  	0.734	0.114	0.506	
c019834                  	0.782	0.011	0.439	
c019832                  	0.741	0.236	0.551	
c019830                  	0.771	0.101	0.487	
c019838                  	0.752	0.189	0.536	
c015180                  	0.807	0.157	0.538	
c037575                  	0.763	0.090	0.485	
c037578                  	0.755	0.189	0.545	
c018122                  	0.784	0.196	0.577	
c018120                  	0.721	0.061	0.470	
c018126                  	0.750	0.033	0.466	
c044779                  	0.770	0.161	0.532	
c015452                  	0.729	-0.044	0.407	
c015454                  	0.650	-0.125	0.336	
c015456                  	0.642	-0.054	0.387	
c011521                  	0.751	0.039	0.470	
c011523                  	0.727	-0.080	0.415	
c011527                  	0.717	0.098	0.484	
c012697                  	0.785	0.141	0.515	
c029905                  	0.708	0.010	0.433	
c029901                  	0.736	0.065	0.455	
c029903                  	0.717	-0.101	0.366	
c000728p                 	0.732	0.075	0.480	
c029004                  	0.775	0.018	0.457	
c036621                  	0.731	0.038	0.460	
c036623                  	0.751	0.117	0.500	
c029007                  	0.742	0.129	0.500	
c038753                  	0.701	0.038	0.458	
c038751                  	0.613	-0.217	0.250	
c038757                  	0.781	0.017	0.455	
c004677p                 	0.769	0.191	0.549	
c018879                  	0.726	-0.016	0.438	
c018875                  	0.718	0.024	0.450	
c018877                  	0.657	-0.061	0.400	
c018873                  	0.704	-0.177	0.354	
c014729                  	0.725	0.076	0.480	
c014723                  	0.772	0.098	0.489	
c014725                  	0.779	0.132	0.500	
c010658                  	0.781	0.108	0.506	
c002601p                 	0.794	0.138	0.518	
c010651                  	0.765	-0.014	0.437	
c010653                  	0.726	-0.018	0.424	
c010655                  	0.722	-0.059	0.405	
c010657                  	0.827	0.401	0.665	
c002110                  	0.794	0.224	0.561	
c002112                  	0.773	0.141	0.510	
c002118                  	0.768	0.098	0.494	
c008819m                 	0.778	0.227	0.558	
c008819p                 	0.766	0.220	0.543	
c030109                  	0.757	0.058	0.480	
c030105                  	0.778	0.027	0.477	
c030103                  	0.767	0.062	0.477	
c030101                  	0.756	0.228	0.535	
c028759                  	0.714	-0.091	0.367	
c013052                  	0.804	0.120	0.504	
c013056                  	0.781	0.074	0.493	
c028751                  	0.738	0.012	0.442	
c001805m                 	0.769	0.088	0.487	
c001805p                 	0.731	0.143	0.508	
c000243m                 	0.749	0.030	0.467	
c003247                  	0.781	0.151	0.535	
c003245                  	0.751	0.027	0.453	
c039505                  	0.753	0.079	0.482	
c039507                  	0.692	-0.165	0.323	
c028288                  	0.710	-0.091	0.384	
c003249                  	0.769	0.227	0.552	
c007956                  	0.798	0.167	0.522	
c007950                  	0.741	0.092	0.466	
c007959                  	0.739	0.134	0.514	
c008406p                 	0.710	0.134	0.500	
c006316                  	0.771	0.147	0.533	
c006314                  	0.733	-0.030	0.433	
c003799                  	0.812	0.257	0.589	
c003794                  	0.758	0.056	0.470	
c003796                  	0.747	0.039	0.463	
c003793                  	0.778	0.093	0.496	
c031071                  	0.838	0.325	0.591	
c029488                  	0.746	0.198	0.554	
c009606                  	0.728	-0.031	0.421	
c029480                  	0.720	0.058	0.476	
c000363p                 	0.715	0.108	0.494	
c012090                  	0.795	0.032	0.476	
c012092                  	0.646	-0.139	0.350	
c012094                  	0.763	-0.072	0.414	
c012096                  	0.723	-0.103	0.387	
c012098                  	0.803	0.132	0.498	
c033264                  	0.775	0.133	0.508	
c033260                  	0.731	-0.097	0.375	
c018425m                 	0.710	0.086	0.481	
c008012                  	0.756	0.036	0.460	
c008010                  	0.772	0.207	0.556	
c008015                  	0.738	0.070	0.462	
c000265                  	0.751	0.058	0.467	
c000267                  	0.788	0.095	0.470	
c033541                  	0.712	0.084	0.480	
c019712                  	0.730	-0.010	0.442	
c019716                  	0.755	0.088	0.500	
c019714                  	0.672	-0.399	0.210	
c018445                  	0.797	0.002	0.452	
c018446                  	0.840	0.260	0.600	
c018440                  	0.785	0.125	0.510	
c018442                  	0.711	0.011	0.431	
c018448                  	0.788	0.081	0.516	
c031993                  	0.742	0.027	0.469	
c031994                  	0.784	0.339	0.632	
c033549                  	0.782	0.295	0.608	
c033548                  	0.782	0.156	0.520	
c052529                  	0.735	0.233	0.576	
c052521                  	0.750	0.260	0.591	
c000149p                 	0.823	0.164	0.534	
c025928                  	0.757	0.220	0.558	
c025925                  	0.797	0.259	0.586	
c025923                  	0.778	0.132	0.513	
c042573                  	0.751	0.196	0.555	
c037236                  	0.707	0.061	0.474	
c037230                  	0.731	0.169	0.521	
c031372                  	0.839	0.181	0.551	
c006879                  	0.812	0.168	0.530	
c005575                  	0.776	0.142	0.514	
c010547m                 	0.770	0.021	0.449	
c009012                  	0.745	0.034	0.436	
c020833                  	0.796	0.143	0.529	
c020839                  	0.757	0.048	0.459	
c021122                  	0.732	0.035	0.437	
c021126                  	0.759	0.014	0.440	
c021124                  	0.792	0.183	0.564	
c021128                  	0.805	0.214	0.553	
c006930                  	0.735	0.025	0.454	
c016128                  	0.736	0.021	0.463	
c016129                  	0.743	0.013	0.446	
c016125                  	0.786	0.181	0.534	
c016127                  	0.776	0.094	0.492	
c004917m                 	0.748	0.147	0.503	
c004917p                 	0.755	0.083	0.480	
c016122                  	0.781	0.096	0.498	
c021878                  	0.794	0.229	0.564	
c021874                  	0.754	0.152	0.528	
c021872                  	0.746	0.036	0.435	
c025179                  	0.812	0.189	0.566	
c022389                  	0.761	0.056	0.476	
c022383                  	0.781	0.060	0.481	
c022381                  	0.709	-0.021	0.421	
c034256                  	0.787	0.236	0.575	
c034254                  	0.725	-0.041	0.441	
c034259                  	0.750	0.173	0.516	
c041840                  	0.717	-0.102	0.378	
c001049p                 	0.756	-0.010	0.429	
c011723                  	0.785	0.172	0.522	
c011727                  	0.791	0.290	0.606	
c011724                  	0.746	0.010	0.451	
c000789p                 	0.761	0.114	0.515	
c017610                  	0.748	0.093	0.482	
c017612                  	0.786	0.212	0.553	
c017614                  	0.773	0.088	0.500	
c022528                  	0.772	0.042	0.468	
c022526                  	0.723	-0.125	0.364	
c022524                  	0.738	-0.045	0.426	
c022522                  	0.701	0.144	0.515	
c053439                  	0.760	0.013	0.441	
c023439                  	0.768	0.140	0.507	
c023431                  	0.697	0.002	0.462	
c023437                  	0.786	0.246	0.585	
c023435                  	0.795	0.127	0.510	
c027157                  	0.724	0.250	0.571	
c027151                  	0.680	0.030	0.441	
c027153                  	0.737	0.260	0.603	
c006153m                 	0.779	0.263	0.579	
c010498                  	0.718	-0.033	0.430	
c010493                  	0.742	0.028	0.458	
c010491                  	0.727	-0.062	0.420	
c010497                  	0.811	0.240	0.597	
c051223                  	0.705	-0.110	0.372	
c016961                  	0.717	-0.024	0.417	
c016963                  	0.777	0.223	0.552	
c016965                  	0.767	0.181	0.528	
c016967                  	0.736	0.062	0.475	
c002293m                 	0.793	0.216	0.558	
c053923                  	0.737	0.092	0.500	
c005170                  	0.786	0.174	0.542	
c027849                  	0.724	-0.071	0.402	
c027847                  	0.760	-0.027	0.444	
c027845                  	0.703	-0.095	0.400	
c027841                  	0.768	0.085	0.488	
c020719                  	0.737	0.113	0.506	
c020711                  	0.684	0.028	0.421	
c020717                  	0.815	0.252	0.571	
c020715                  	0.752	0.124	0.492	
c005175                  	0.740	0.043	0.464	
c013335                  	0.719	-0.083	0.397	
c043623                  	0.812	0.176	0.557	
c028497                  	0.725	-0.004	0.455	
c028499                  	0.771	0.140	0.520	
c028498                  	0.806	0.166	0.536	
c012253                  	0.784	0.131	0.512	
c012257                  	0.747	0.005	0.459	
c012255                  	0.725	-0.017	0.417	
c012259                  	0.726	0.084	0.474	
c021440                  	0.769	0.113	0.503	
c021442                  	0.763	0.086	0.474	
c021448                  	0.803	0.186	0.542	
c038965                  	0.759	0.134	0.476	
c038961                  	0.809	0.189	0.567	
c038482                  	0.759	0.081	0.479	
c046902                  	0.713	-0.004	0.459	
c016133                  	0.806	0.275	0.597	
c044508                  	0.803	-0.016	0.429	
c041758                  	0.718	0.119	0.485	
c003841                  	0.765	0.164	0.521	
c003842                  	0.766	0.041	0.453	
c025088                  	0.736	-0.089	0.400	
c037436                  	0.817	0.242	0.586	
c037434                  	0.728	0.257	0.583	
c017572                  	0.766	0.173	0.540	
c031173                  	0.760	-0.008	0.444	
c031177                  	0.750	0.210	0.554	
c039360                  	0.826	0.060	0.483	
c035879                  	0.719	-0.084	0.397	
c037786                  	0.766	0.265	0.575	
c003871                  	0.739	-0.001	0.432	
c003875                  	0.759	0.093	0.493	
c049104                  	0.861	-0.200	0.318	
c049102                  	0.732	0.040	0.446	
c011470                  	0.785	0.119	0.503	
c047294                  	0.736	0.256	0.573	
c026125                  	0.771	0.113	0.488	
c002660p                 	0.736	-0.097	0.396	
c038491                  	0.773	-0.053	0.389	
c036478                  	0.800	0.087	0.462	
c036477                  	0.650	0.053	0.478	
c030333                  	0.829	0.217	0.567	
c002098                  	0.763	0.114	0.496	
c002090                  	0.779	0.180	0.538	
c002092                  	0.760	0.054	0.468	
c038144                  	0.734	0.006	0.451	
c026121                  	0.812	0.276	0.596	
c000830                  	0.737	0.087	0.481	
c000832                  	0.745	0.099	0.471	
c005844                  	0.808	0.191	0.558	
c001749                  	0.754	0.073	0.473	
c001742                  	0.777	0.123	0.499	
c001745                  	0.797	0.205	0.555	
c044636                  	0.776	0.143	0.521	
c000242m                 	0.747	0.073	0.479	
c013399                  	0.718	0.021	0.442	
c013396                  	0.652	0.037	0.434	
c013392                  	0.794	0.149	0.528	
c047052                  	0.787	0.169	0.548	
c050054                  	0.770	0.070	0.455	
c000951m                 	0.727	-0.033	0.417	
c008905m                 	0.814	0.288	0.603	
c050050                  	0.766	0.065	0.471	
c013607p                 	0.781	0.010	0.442	
c013648                  	0.800	0.221	0.566	
c013642                  	0.702	-0.016	0.421	
c013640                  	0.776	0.176	0.542	
c013646                  	0.754	0.091	0.488	
c013644                  	0.797	0.115	0.508	
c048992                  	0.773	0.179	0.523	
c048998                  	0.783	0.122	0.505	
c003057                  	0.791	0.102	0.502	
c003052                  	0.748	0.086	0.483	
c003058                  	0.732	0.043	0.464	
c008932                  	0.756	0.030	0.456	
c007742                  	0.738	0.028	0.455	
c007740                  	0.748	0.006	0.449	
c008938                  	0.759	0.055	0.465	
c007749                  	0.758	0.111	0.494	
c019697                  	0.759	0.110	0.508	
c019694                  	0.802	0.148	0.528	
c019690                  	0.730	-0.324	0.248	
c012115                  	0.666	-0.051	0.417	
c012117                  	0.772	0.038	0.481	
c012111                  	0.777	0.119	0.525	
c029291                  	0.738	0.095	0.494	
c029293                  	0.764	0.059	0.486	
c012118                  	0.685	-0.090	0.365	
c029297                  	0.785	0.130	0.532	
c019124                  	0.717	0.031	0.454	
c019126                  	0.609	-0.319	0.236	
c019122                  	0.723	0.011	0.441	
c019128                  	0.795	0.271	0.582	
c004320                  	0.725	0.051	0.429	
c004325                  	0.766	0.151	0.506	
c004327                  	0.779	0.127	0.503	
c036452                  	0.759	-0.048	0.422	
c001197                  	0.747	0.127	0.469	
c001199                  	0.754	0.094	0.464	
c031815                  	0.727	0.116	0.491	
c031812                  	0.730	0.028	0.438	
c002868                  	0.741	0.067	0.441	
c021033                  	0.772	-0.096	0.381	
c002861                  	0.798	0.197	0.553	
c002864                  	0.761	0.144	0.514	
c002867                  	0.784	0.057	0.488	
c004584                  	0.712	-0.019	0.432	
c004586                  	0.780	0.125	0.513	
c004583                  	0.770	0.126	0.507	
c015411                  	0.740	0.115	0.509	
c005451                  	0.716	-0.023	0.408	
c005455                  	0.819	0.171	0.542	
c005457                  	0.775	0.172	0.528	
c005459                  	0.756	0.077	0.489	
c004853                  	0.677	0.066	0.459	
c004850                  	0.784	0.111	0.497	
c004855                  	0.705	-0.013	0.411	
c004859                  	0.765	0.018	0.461	
c005188                  	0.761	0.084	0.485	
c005186                  	0.777	0.142	0.520	
c005185                  	0.766	0.135	0.503	
c028902                  	0.722	0.058	0.469	
c005181                  	0.735	0.039	0.455	
c017577                  	0.780	0.069	0.487	
c000266                  	0.729	-0.014	0.430	
c007408m                 	0.724	-0.223	0.320	
c009954                  	0.780	0.183	0.534	
c009956                  	0.732	0.003	0.440	
c009950                  	0.791	0.262	0.574	
c009958                  	0.740	-0.052	0.423	
c018148                  	0.766	0.171	0.536	
c030859                  	0.800	0.167	0.548	
c030854                  	0.766	0.140	0.510	
c030851                  	0.750	0.070	0.453	
c030853                  	0.660	0.054	0.441	
c031496                  	0.755	-0.008	0.442	
c018149                  	0.750	0.157	0.500	
c011474m                 	0.748	-0.010	0.454	
c009000p                 	0.784	0.156	0.526	
c011474p                 	0.768	0.241	0.587	
c000692                  	0.805	0.193	0.536	
c000695                  	0.742	0.045	0.436	
c030322                  	0.767	0.209	0.540	
c030323                  	0.703	0.026	0.456	
c030321                  	0.742	-0.033	0.416	
c030326                  	0.700	0.002	0.421	
c038351                  	0.728	0.050	0.458	
c024102                  	0.798	0.338	0.616	
c024106                  	0.793	0.043	0.473	
c024104                  	0.771	0.268	0.603	
c024108                  	0.751	0.030	0.468	
c018023                  	0.763	0.199	0.550	
c003348p                 	0.773	0.106	0.510	
c006231                  	0.749	0.073	0.448	
c016449                  	0.804	0.262	0.586	
c016442                  	0.762	0.061	0.506	
c016440                  	0.747	0.019	0.455	
c016446                  	0.747	0.064	0.483	
c016444                  	0.770	0.127	0.520	
c022229                  	0.748	0.089	0.483	
c022227                  	0.764	0.155	0.515	
c022221                  	0.827	0.146	0.530	
c022223                  	0.761	0.110	0.510	
c014170                  	0.756	0.195	0.541	
c014172                  	0.767	0.040	0.469	
c014179                  	0.753	-0.014	0.435	
c023575                  	0.777	0.176	0.543	
c023573                  	0.769	0.139	0.520	
c023571                  	0.762	0.241	0.560	
c010841                  	0.710	0.005	0.426	
c010843                  	0.761	0.119	0.503	
c010844                  	0.694	0.025	0.427	
c010849                  	0.740	0.069	0.475	
c001051p                 	0.756	0.082	0.492	
c027018                  	0.691	-0.101	0.367	
c000829                  	0.734	0.076	0.452	
c006054p                 	0.790	0.231	0.560	
c005670                  	0.759	0.153	0.525	
c006054m                 	0.773	0.143	0.518	
c051199                  	0.710	0.163	0.538	
c009552                  	0.773	0.173	0.524	
c005859                  	0.770	0.086	0.502	
c009556                  	0.778	0.170	0.536	
c001775                  	0.718	-0.005	0.420	
c017400                  	0.736	0.086	0.467	
c017402                  	0.734	-0.038	0.409	
c017404                  	0.719	0.060	0.462	
c017406                  	0.675	-0.040	0.409	
c017408                  	0.838	0.455	0.706	
c051734                  	0.767	0.084	0.489	
c015769                  	0.772	0.120	0.503	
c015763                  	0.711	0.003	0.424	
c015761                  	0.757	0.122	0.508	
c015767                  	0.760	0.063	0.476	
c015764                  	0.717	-0.167	0.346	
c001187p                 	0.790	0.188	0.523	
c010156m                 	0.811	0.236	0.585	
c019633                  	0.693	-0.057	0.401	
c027479                  	0.758	0.256	0.579	
c042436                  	0.786	0.048	0.479	
c042434                  	0.749	-0.016	0.411	
c027473                  	0.754	0.037	0.455	
c027477                  	0.752	-0.050	0.410	
c027475                  	0.787	0.183	0.546	
c013848                  	0.763	0.117	0.503	
c013405                  	0.777	0.088	0.491	
c013407                  	0.731	0.021	0.446	
c013403                  	0.786	0.175	0.527	
c053772                  	0.763	0.066	0.477	
c020697                  	0.771	0.149	0.521	
c020695                  	0.781	0.120	0.505	
c020693                  	0.758	-0.093	0.386	
c020691                  	0.773	0.104	0.481	
c044174                  	0.730	0.117	0.520	
c046208                  	0.710	0.100	0.474	
c014210                  	0.730	0.031	0.436	
c014981                  	0.767	0.154	0.510	
c014984                  	0.790	0.046	0.489	
c014986                  	0.764	-0.010	0.439	
c014988                  	0.720	0.005	0.428	
c020125                  	0.728	0.078	0.466	
c020127                  	0.724	-0.010	0.422	
c020121                  	0.758	0.082	0.487	
c020123                  	0.764	0.117	0.506	
c020128                  	0.642	-0.015	0.421	
c014218                  	0.755	0.037	0.464	
c052372                  	0.833	0.187	0.562	
c011919                  	0.766	0.084	0.464	
c007239                  	0.778	0.185	0.515	
c007235                  	0.756	0.026	0.454	
c007230                  	0.751	0.136	0.488	
c012357                  	0.759	0.101	0.479	
c017187                  	0.798	0.272	0.580	
c012351                  	0.760	0.035	0.461	
c012359                  	0.752	0.088	0.491	
c019323                  	0.749	0.092	0.497	
c040367                  	0.734	0.049	0.485	
c019329                  	0.746	0.136	0.507	
c037081                  	0.789	0.054	0.457	
c037087                  	0.764	0.077	0.497	
c018630                  	0.811	0.093	0.485	
c018636                  	0.709	0.057	0.399	
c018638                  	0.769	0.134	0.512	
c047661                  	0.632	-0.161	0.310	
c047665                  	0.741	0.125	0.505	
c033964                  	0.769	0.076	0.485	
c001697m                 	0.800	0.081	0.484	
c037669                  	0.736	0.160	0.519	
c018093                  	0.766	0.198	0.540	
c018091                  	0.759	0.158	0.525	
c041495                  	0.765	0.630	0.800	
c041491                  	0.733	-0.072	0.417	
c009143m                 	0.746	0.130	0.508	
c044319                  	0.741	0.261	0.552	
c000119                  	0.716	-0.013	0.428	
c000115                  	0.790	0.114	0.500	
c000113                  	0.787	0.111	0.499	
c000111                  	0.731	-0.002	0.436	
c005264p                 	0.722	-0.039	0.417	
c028694                  	0.740	-0.003	0.442	
c028692                  	0.793	0.042	0.459	
c028690                  	0.711	-0.064	0.410	
c039135                  	0.761	0.034	0.462	
c035627                  	0.771	0.256	0.563	
c035621                  	0.753	0.060	0.511	
c004201m                 	0.731	0.003	0.464	
c015645                  	0.777	0.154	0.528	
c001394                  	0.756	0.009	0.440	
c001392                  	0.722	0.034	0.432	
c024344                  	0.721	0.048	0.447	
c024346                  	0.742	0.077	0.479	
c024340                  	0.692	-0.131	0.368	
c001398                  	0.773	0.134	0.508	
c004336p                 	0.751	0.035	0.442	
c005205m                 	0.789	0.152	0.533	
c024699                  	0.789	0.126	0.520	
c002280                  	0.784	0.118	0.498	
c002282                  	0.782	0.151	0.519	
c026690                  	0.756	-0.009	0.438	
c026697                  	0.762	0.189	0.550	
c026699                  	0.765	0.189	0.545	
c033570                  	0.723	0.078	0.496	
c002536                  	0.769	0.132	0.494	
c002534                  	0.771	0.041	0.474	
c002533                  	0.738	-0.011	0.435	
c002531                  	0.743	0.085	0.467	
c006623                  	0.750	0.080	0.478	
c013168                  	0.734	-0.050	0.417	
c013166                  	0.791	0.132	0.516	
c013164                  	0.735	0.127	0.492	
c013160                  	0.790	0.134	0.506	
c008702                  	0.746	0.098	0.499	
c008707                  	0.785	0.233	0.576	
c008704                  	0.799	0.136	0.509	
c021160                  	0.719	-0.049	0.410	
c003026                  	0.734	-0.017	0.436	
c022751                  	0.669	-0.011	0.407	
c022753                  	0.784	0.138	0.535	
c025523                  	0.757	-0.058	0.402	
c028333                  	0.688	0.010	0.432	
c025525                  	0.740	0.029	0.447	
c023006                  	0.717	0.008	0.441	
c023004                  	0.718	0.023	0.441	
c023002                  	0.735	-0.031	0.428	
c026072                  	0.765	0.141	0.524	
c026078                  	0.765	0.205	0.538	
c023008                  	0.778	0.049	0.500	
c004344                  	0.758	0.061	0.459	
c003768p                 	0.771	0.101	0.499	
c004288                  	0.730	0.010	0.434	
c004280                  	0.769	0.097	0.493	
c004286                  	0.789	0.127	0.499	
c029777                  	0.745	0.133	0.511	
c019867                  	0.792	0.319	0.621	
c019861                  	0.796	0.190	0.550	
c050007                  	0.785	0.169	0.548	
c019862                  	0.813	0.258	0.572	
c042874                  	0.757	0.118	0.514	
c019863                  	0.730	0.094	0.451	
c019868                  	0.747	0.125	0.475	
c027676                  	0.685	0.130	0.500	
c027672                  	0.754	0.006	0.447	
c047432                  	0.696	0.012	0.452	
c008595p                 	0.745	-0.130	0.361	
c047435                  	0.794	0.201	0.563	
c047437                  	0.758	-0.064	0.381	
c021630                  	0.786	0.220	0.553	
c021636                  	0.782	0.127	0.528	
c004565                  	0.762	0.062	0.475	
c021639                  	0.718	-0.083	0.386	
c013976                  	0.737	0.110	0.462	
c005621                  	0.753	0.048	0.451	
c005627                  	0.740	0.091	0.481	
c005625                  	0.782	0.081	0.490	
c006268                  	0.797	0.263	0.581	
c051847                  	0.767	0.214	0.570	
c009763                  	0.740	-0.003	0.435	
c020326                  	0.711	0.046	0.473	
c020322                  	0.828	0.124	0.512	
c020329                  	0.766	-0.032	0.425	
c021096                  	0.811	0.087	0.481	
c005366                  	0.744	0.080	0.488	
c010012                  	0.784	0.212	0.565	
c010013                  	0.783	0.231	0.504	
c009761                  	0.731	0.010	0.406	
c017071                  	0.689	0.045	0.440	
c012104                  	0.727	-0.084	0.386	
c017295                  	0.762	0.051	0.468	
c012105                  	0.779	0.135	0.515	
c017072                  	0.765	0.028	0.463	
c026231                  	0.791	-0.158	0.333	
c012101                  	0.767	0.097	0.494	
c010019                  	0.671	-0.037	0.409	
c034601                  	0.768	0.097	0.485	
c015109                  	0.740	0.075	0.478	
c019136                  	0.739	-0.068	0.420	
c015102                  	0.783	0.086	0.498	
c015100                  	0.800	0.275	0.609	
c015106                  	0.791	0.230	0.571	
c015104                  	0.708	-0.145	0.364	
c019135                  	0.816	0.209	0.553	
c043375                  	0.736	0.067	0.493	
c016665                  	0.723	0.051	0.472	
c016668                  	0.778	0.200	0.549	
c022017                  	0.721	-0.139	0.375	
c022015                  	0.771	0.097	0.491	
c022013                  	0.743	0.021	0.439	
c019138                  	0.763	0.106	0.496	
c002951p                 	0.761	0.032	0.462	
c023949                  	0.723	0.090	0.479	
c023941                  	0.705	-0.107	0.371	
c023947                  	0.779	0.228	0.545	
c009601                  	0.775	0.075	0.469	
c001648p                 	0.746	0.090	0.494	
c001648m                 	0.742	0.045	0.448	
c033305                  	0.759	-0.022	0.437	
c045824                  	0.766	0.120	0.512	
c016651                  	0.719	-0.278	0.281	
c016657                  	0.759	0.126	0.515	
c016655                  	0.802	0.078	0.477	
c011304                  	0.766	0.082	0.494	
c011306                  	0.716	0.179	0.509	
c011303                  	0.798	0.157	0.533	
c006337p                 	0.708	0.021	0.449	
c011308                  	0.716	0.002	0.450	
c031210                  	0.792	-0.029	0.375	
c031212                  	0.770	0.136	0.486	
c051010                  	0.760	0.107	0.511	
c030568                  	0.716	0.043	0.460	
c008710                  	0.740	-0.060	0.407	
c020778                  	0.781	0.069	0.459	
c008700m                 	0.807	0.211	0.564	
c001551                  	0.789	0.181	0.523	
c001553                  	0.749	0.078	0.465	
c015688                  	0.726	0.094	0.488	
c017275                  	0.757	0.045	0.466	
c015685                  	0.739	0.006	0.428	
c017278                  	0.766	0.218	0.521	
c015681                  	0.686	-0.229	0.301	
c042888                  	0.785	0.090	0.488	
c042886                  	0.738	0.161	0.529	
c024797                  	0.782	0.122	0.512	
c002363                  	0.749	0.056	0.476	
c024791                  	0.705	0.022	0.448	
c015933                  	0.775	0.174	0.525	
c015937                  	0.765	0.094	0.484	
c015935                  	0.811	0.192	0.545	
c027539                  	0.779	0.074	0.467	
c027534                  	0.692	0.182	0.561	
c027532                  	0.798	-0.004	0.419	
c036938                  	0.788	0.054	0.468	
c036934                  	0.804	0.265	0.611	
c036930                  	0.765	0.079	0.466	
c012767                  	0.744	0.126	0.512	
c012765                  	0.760	0.043	0.467	
c012769                  	0.763	0.006	0.440	
c006021                  	0.787	0.122	0.506	
c006025                  	0.746	0.041	0.463	
c006027                  	0.749	0.069	0.472	
c000776                  	0.737	0.039	0.458	
c000774                  	0.710	0.108	0.494	
c000772                  	0.754	0.101	0.480	
c000770                  	0.801	0.230	0.562	
c038270                  	0.763	0.245	0.570	
c019424                  	0.715	0.049	0.453	
c019426                  	0.761	-0.008	0.431	
c019420                  	0.772	0.125	0.510	
c006398                  	0.753	0.069	0.472	
c006397                  	0.767	0.141	0.509	
c006395                  	0.786	0.136	0.475	
c019429                  	0.780	0.189	0.558	
c006391                  	0.709	0.020	0.448	
c044900                  	0.693	0.121	0.494	
c036673                  	0.722	0.020	0.446	
c002630                  	0.720	0.001	0.443	
c002634                  	0.748	0.107	0.493	
c046474                  	0.762	-0.027	0.431	
c019793                  	0.762	0.140	0.530	
c019791                  	0.689	0.035	0.421	
c019797                  	0.785	0.122	0.510	
c008549                  	0.762	0.137	0.532	
c008545                  	0.790	0.224	0.568	
c008546                  	0.735	0.051	0.468	
c008540                  	0.807	0.109	0.490	
c008542                  	0.733	-0.019	0.430	
c038899                  	0.719	0.110	0.469	
c008805                  	0.751	-0.018	0.436	
c038892                  	0.763	-0.023	0.427	
c032133                  	0.795	0.211	0.556	
c032135                  	0.782	0.082	0.509	
c032137                  	0.684	-0.023	0.421	
c026798                  	0.723	-0.040	0.434	
c018774                  	0.769	0.198	0.556	
c018772                  	0.754	0.080	0.479	
c007040                  	0.752	-0.020	0.431	
c007042                  	0.782	0.262	0.564	
c008095                  	0.792	0.133	0.514	
c040137                  	0.723	-0.012	0.432	
c003541                  	0.700	0.021	0.430	
c003545                  	0.784	0.119	0.512	
c003547                  	0.789	0.145	0.528	
c003549                  	0.758	0.108	0.503	
c004597                  	0.753	-0.061	0.404	
c032866                  	0.789	0.377	0.650	
c032869                  	0.729	0.112	0.503	
