Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c000754	adi_EST_assem_855	NA	NA	NA	NA	NA	comp34681_c0_seq2	NA	comp6798_c0_seq2	NA	NA	NA	Unigene125286_Mix_Normal_N	NA	NA	NA	comp11794_c0_seq1	NA	comp250096_c1_seq27
c019446	NA	NA	isotig04774	NA	NA	isotig18386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c019440	adi_EST_assem_16388	NA	NA	NA	Contig_41986	NA	NA	comp63466_c0_seq1	NA	NA	NA	isotig00609	NA	NA	bu_91849.1_c868	comp134386_c0_seq1	NA	Spi_isotig10483	comp260291_c0_seq2
c007061	adi_EST_assem_5126	NA	NA	NA	Contig_22756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002618	adi_EST_assem_6142	NA	NA	NA	Contig_15631	NA	comp12965_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003563	NA	NA	NA	NA	Contig_34714	NA	comp17223_c0_seq2	NA	comp1089_c0_seq1	CCHW6543.b1	NA	NA	NA	NA	NA	comp30602_c0_seq2	NA	Spi_isotig05304	comp249332_c0_seq1
c018790	adi_EST_assem_4566	NA	isotig10778	NA	Contig_1013	isotig11310	NA	comp3040_c0_seq1	comp12907_c0_seq2	CCHW16373.b1	NA	isotig13095	Unigene127212_Mix_Normal_N	c6107_g1_i1	NA	comp3639_c0_seq1	comp7503_c0_seq1	Spi_isotig12969	comp231773_c0_seq2
c006701	adi_EST_assem_2866	NA	NA	Locus_110033_Transcript_1/1_Confidence_0.000_Length_4255	Contig_8163	NA	NA	comp5649_c0_seq1	comp3034_c0_seq1	NA	jgi|Nemve1|205625|fgenesh1_pg.scaffold_61000057	NA	Unigene16521_Mix_Normal_N	NA	bu_91849.1_c715	comp2072_c0_seq1	comp1833_c0_seq3	Spi_isotig05232	comp242525_c0_seq1
c006702	NA	NA	NA	NA	Contig_35784	NA	comp14760_c0_seq2	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c18702	NA	comp5269_c0_seq1	Spi_isotig05312	comp253967_c0_seq1
c032805	adi_EST_assem_23835	NA	NA	NA	NA	NA	NA	comp279015_c0_seq1	NA	NA	NA	isotig12683	NA	NA	NA	NA	NA	NA	NA
c006820	adi_EST_assem_13646	NA	NA	NA	Contig_15797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006823	adi_EST_assem_6379	NA	NA	NA	NA	NA	comp12517_c0_seq3	NA	comp33079_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp16149_c0_seq1	NA	comp237091_c0_seq7
c006825	adi_EST_assem_2893	NA	NA	NA	Contig_5665	NA	comp1161_c1_seq1	NA	NA	NA	NA	isotig03199	Unigene136309_Mix_Normal_N	NA	bu_91849.1_c1710	NA	comp3293_c1_seq3	Spi_isotig04952	comp229823_c0_seq1
c006827	adi_EST_assem_11103	NA	NA	NA	NA	NA	NA	NA	comp13452_c0_seq1	NA	NA	NA	Unigene8629_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig05623	comp249872_c0_seq1
c009708	adi_EST_assem_18995	NA	NA	NA	Contig_2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007860m	adi_EST_assem_20299	NA	isotig04456	NA	Contig_1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020858	adi_EST_assem_18476	NA	NA	NA	Contig_16275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c016114	adi_EST_assem_28458	NA	NA	NA	NA	NA	NA	NA	comp50930_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013575	adi_EST_assem_4676	comp142138_c0_seq1	isotig21452	NA	Contig_1253	isotig34717	NA	comp13595_c0_seq3	comp87480_c0_seq1	NA	jgi|Nemve1|232792|fgsh_est.C_scaffold_82000011	NA	Unigene148906_Mix_Normal_N	c17898_g5_i1	bu_91849.1_c36811	comp14368_c0_seq2	comp137342_c0_seq1	Spi_isotig10358	NA
c022730	adi_EST_assem_7258	NA	isotig04932	NA	Contig_6192	NA	NA	comp5313_c0_seq1	comp5701_c0_seq1	NA	NA	NA	NA	c16572_g1_i1	bu_91849.1_c19070	comp6522_c0_seq1	NA	Spi_isotig07399	comp254260_c1_seq3
c001108p	NA	comp57434_c0_seq1	NA	Locus_123706_Transcript_1/1_Confidence_0.000_Length_5618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp261238_c1_seq3
c021899	NA	NA	isotig16526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp245749_c0_seq14
c010436	adi_EST_assem_27818	NA	NA	NA	Contig_20947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010430	adi_EST_assem_6020	comp33984_c0_seq1	isotig10040	Locus_77235_Transcript_1/1_Confidence_0.000_Length_1342	Contig_20894	isotig11946	NA	comp6663_c1_seq1	comp10937_c0_seq1	CCHW7284.b1	jgi|Nemve1|165493|estExt_gwp.C_610212	NA	Unigene67802_Mix_Normal_N	c11040_g1_i1	bu_91849.1_c2385	comp5285_c0_seq4	comp32621_c0_seq1	Spi_isotig07381	comp238769_c0_seq5
c016903	NA	NA	NA	NA	Contig_2874	NA	NA	NA	comp29173_c0_seq12	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254589_c0_seq2
c016907	adi_EST_assem_18954	NA	NA	NA	Contig_13284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023237	adi_EST_assem_28942	NA	NA	NA	Contig_20439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c027795	NA	NA	NA	NA	F66KHFO02GEKQI	NA	NA	NA	comp313898_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c032065	adi_EST_assem_33441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c9761_g1_i1	NA	NA	NA	NA	NA
c020446	adi_EST_assem_5846	NA	isotig06111	NA	Contig_11878	isotig11900	comp3014_c0_seq1	comp4456_c0_seq1	comp17214_c0_seq1	NA	NA	isotig05262	Unigene140421_Mix_Normal_N	c15993_g1_i1	bu_91849.1_c7284	comp18811_c0_seq2	comp5525_c0_seq1	Spi_isotig06571	comp241188_c0_seq1
c020444	adi_EST_assem_8123	NA	isotig05871	NA	Contig_4472	NA	comp31456_c0_seq1	comp10144_c0_seq1	comp49613_c0_seq1	CCHW12873.b1	NA	NA	NA	NA	bu_91849.1_c4324	comp28688_c0_seq1	comp26948_c0_seq2	Spi_isotig07469	comp170472_c0_seq1
c020440	adi_EST_assem_11494	NA	isotig04905	NA	NA	isotig11044	comp30742_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp231245_c0_seq1	NA	NA	comp255505_c0_seq1
c004098	adi_EST_assem_6462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256835_c0_seq1
c004096	NA	NA	NA	NA	Contig_19558	isotig09105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004094	adi_EST_assem_15949	NA	NA	NA	Contig_1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp242031_c0_seq2
c009264	adi_EST_assem_6076	NA	isotig04457	NA	NA	isotig00660	comp7449_c0_seq1	comp2513_c0_seq1	NA	NA	NA	NA	Unigene46722_Mix_Normal_N	c12259_g1_i1	bu_91849.1_c1758	NA	comp9134_c0_seq1	NA	comp254558_c1_seq1
c004725	adi_EST_assem_6621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259284_c0_seq3
c004721	adi_EST_assem_13172	NA	NA	NA	Contig_15049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004722	adi_EST_assem_20780	NA	NA	NA	NA	NA	comp45712_c0_seq1	NA	comp78228_c0_seq1	NA	NA	NA	Unigene56869_Mix_Normal_N	c16264_g1_i1	bu_91849.1_c29863	NA	NA	NA	comp222667_c0_seq1
c004728	adi_EST_assem_4417	NA	NA	NA	NA	NA	NA	comp23099_c0_seq1	comp2735_c0_seq10	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig04806	comp259700_c0_seq1
c027822	NA	NA	NA	NA	NA	NA	NA	comp134711_c0_seq1	comp19137_c0_seq1	NA	NA	NA	NA	NA	NA	comp13653_c0_seq1	NA	NA	NA
c014888	NA	NA	NA	NA	Contig_37789	NA	NA	comp38930_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp128946_c0_seq1	NA	NA	comp233138_c0_seq5
c003904m	adi_EST_assem_5946	NA	isotig13232	NA	Contig_6939	isotig13963	NA	NA	NA	NA	NA	isotig15850	NA	NA	NA	NA	NA	NA	comp249292_c0_seq2
c001088p	adi_EST_assem_15924	NA	NA	NA	Contig_4381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250683_c0_seq1
c012812	adi_EST_assem_5039	NA	isotig04378	NA	Contig_668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012814	adi_EST_assem_3044	NA	NA	NA	Contig_35683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003855	NA	NA	NA	Locus_22870_Transcript_1/1_Confidence_0.000_Length_6044	NA	NA	NA	NA	comp37494_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008963	NA	NA	NA	NA	Contig_14303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256074_c0_seq1
c003851	adi_EST_assem_198	NA	NA	NA	Contig_37012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015334	adi_EST_assem_3206	NA	isotig04741	NA	NA	isotig10020	comp22420_c0_seq1	NA	comp72461_c0_seq1	CCHW13959.b1	NA	NA	Unigene71275_Mix_Normal_N	NA	bu_91849.1_c25377	comp92586_c0_seq2	NA	Spi_isotig09060	comp260900_c1_seq30
c003819	adi_EST_assem_7065	comp9635_c0_seq2	NA	NA	Contig_34948	NA	comp280_c13_seq329	comp100204_c0_seq1	NA	NA	jgi|Nemve1|239937|estExt_fgenesh1_pg.C_220044	NA	NA	c17774_g1_i2	bu_91849.1_c24529	comp12928_c1_seq1	NA	NA	comp238672_c0_seq2
c011466	adi_EST_assem_7292	NA	NA	NA	Contig_12158	isotig04351	comp8429_c0_seq1	comp114245_c0_seq2	comp4405_c0_seq1	NA	NA	NA	Unigene45686_Mix_Normal_N	c15918_g1_i2	NA	NA	comp77778_c0_seq1	Spi_isotig06990	comp258472_c1_seq1
c029790	adi_EST_assem_8875	NA	isotig02501	NA	NA	isotig14856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018912	NA	comp11311_c1_seq1	isotig05090	NA	Contig_3499	isotig10466	comp6679_c0_seq4	comp3766_c0_seq1	NA	NA	jgi|Nemve1|246363|estExt_fgenesh1_pg.C_2130032	isotig04163	Unigene18775_Mix_Normal_N	c13380_g1_i1	NA	NA	NA	Spi_isotig04785	comp260946_c0_seq2
c014063	adi_EST_assem_14920	NA	NA	Locus_12464_Transcript_1/1_Confidence_1.000_Length_1946	Contig_1747	NA	comp3137_c0_seq3	comp10378_c0_seq1	comp9527_c0_seq1	NA	NA	NA	Unigene46740_Mix_Normal_N	NA	NA	comp8479_c0_seq1	comp14836_c0_seq2	NA	NA
c010779	adi_EST_assem_1796	NA	isotig06638	NA	Contig_36755	isotig04695	NA	NA	comp209899_c0_seq1	NA	NA	NA	NA	NA	NA	comp7134_c0_seq1	NA	NA	comp255934_c0_seq1
c010777	NA	NA	NA	NA	Contig_37309	NA	NA	NA	comp9823_c0_seq2	NA	NA	NA	NA	NA	bu_91849.1_lrc18018	NA	NA	NA	comp256712_c1_seq3
c010774	NA	comp61224_c0_seq1	NA	Locus_124261_Transcript_2/2_Confidence_1.000_Length_2345	Contig_41288	NA	NA	comp54727_c0_seq1	comp42704_c0_seq1	NA	jgi|Nemve1|177129|estExt_GenewiseH_1.C_10741	NA	Unigene77897_Mix_Normal_N	c12396_g1_i1	NA	NA	NA	Spi_isotig06717	NA
c010772	adi_EST_assem_14315	comp17875_c0_seq1	NA	Locus_53308_Transcript_1/1_Confidence_0.000_Length_3805	Contig_12502	isotig09108	comp4802_c0_seq5	NA	NA	NA	jgi|Nemve1|110829|e_gw.102.85.1	NA	NA	NA	bu_91849.1_c816	NA	NA	NA	comp260790_c0_seq14
c001231m	NA	NA	NA	NA	Contig_39745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251802_c0_seq1
c000894	adi_EST_assem_1498	NA	NA	NA	Contig_5130	NA	NA	NA	comp11512_c0_seq1	NA	NA	NA	Unigene17700_Mix_Normal_N	NA	NA	NA	comp11179_c0_seq7	NA	comp251060_c0_seq2
c022419p	adi_EST_assem_5189	NA	NA	NA	Contig_7291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002385	adi_EST_assem_16741	NA	NA	NA	Contig_14637	NA	comp85676_c0_seq1	NA	comp61316_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp257021_c0_seq1
c002389	NA	NA	NA	NA	NA	NA	NA	NA	comp20667_c0_seq4	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp261717_c0_seq23
c006491	adi_EST_assem_8792	NA	NA	NA	Contig_18988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012388	NA	NA	NA	NA	Contig_16188	isotig00652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250025_c0_seq1
c030398	adi_EST_assem_19696	NA	NA	NA	Contig_19847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004064	adi_EST_assem_8119	NA	NA	NA	Contig_39230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003387	adi_EST_assem_4199	NA	NA	Locus_80513_Transcript_1/1_Confidence_0.000_Length_4608	Contig_35328	NA	comp1345_c3_seq68	NA	comp92768_c0_seq1	NA	jgi|Nemve1|177384|estExt_GenewiseH_1.C_20589	NA	NA	NA	NA	NA	comp3848_c0_seq1	NA	comp256413_c0_seq1
c001723	NA	NA	NA	NA	NA	NA	NA	NA	comp21399_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260082_c0_seq1
c001727	adi_EST_assem_3317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp15102_c0_seq3	NA	NA	comp263142_c0_seq4
c006270	adi_EST_assem_1416	NA	NA	NA	NA	NA	comp31190_c0_seq1	comp19629_c0_seq1	NA	NA	NA	NA	Unigene28312_Mix_Normal_N	NA	NA	comp42592_c0_seq1	NA	NA	comp244837_c0_seq2
c006272	adi_EST_assem_11583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp241622_c0_seq1
c008952	adi_EST_assem_6203	NA	NA	NA	NA	isotig09288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012477	adi_EST_assem_8654	NA	NA	Locus_120977_Transcript_1/1_Confidence_1.000_Length_1943	Contig_4166	NA	comp19794_c0_seq3	comp65852_c0_seq3	NA	NA	jgi|Nemve1|160233|estExt_gwp.C_120434	NA	Unigene12239_Mix_Normal_N	c8411_g1_i2	bu_91849.1_c9216	NA	NA	Spi_isotig02535	comp257483_c0_seq1
c026261	adi_EST_assem_19231	NA	NA	NA	Contig_36026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002806	adi_EST_assem_4983	NA	NA	NA	NA	NA	NA	NA	comp11678_c0_seq2	NA	NA	NA	NA	NA	NA	NA	comp28789_c1_seq1	NA	comp234991_c0_seq1
c019186	NA	NA	NA	NA	NA	isotig05148	NA	NA	comp114564_c0_seq4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c019184	NA	NA	NA	NA	Contig_36308	isotig13978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c019182	adi_EST_assem_8911	NA	NA	NA	Contig_7702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018238	adi_EST_assem_15534	NA	NA	NA	Contig_40316	NA	comp182951_c0_seq1	NA	NA	NA	NA	NA	Unigene50501_Mix_Normal_N	NA	bu_91849.1_c28061	NA	NA	NA	NA
c043720	NA	NA	NA	NA	NA	NA	NA	NA	comp131794_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259784_c0_seq6
c020187	NA	NA	NA	NA	NA	NA	comp60738_c0_seq3	comp191030_c0_seq1	comp34340_c0_seq5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020183	NA	NA	NA	NA	Contig_35529	isotig12536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp203954_c0_seq2
c020181	adi_EST_assem_978	NA	isotig04738	NA	Contig_4941	isotig10769	NA	NA	NA	NA	NA	isotig03772	NA	NA	NA	NA	NA	NA	comp251749_c0_seq5
c014227	adi_EST_assem_5635	NA	NA	NA	Contig_7108	isotig20095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011970	adi_EST_assem_257	NA	NA	NA	Contig_2346	isotig09512	NA	NA	NA	NA	NA	isotig23184	NA	NA	NA	NA	NA	NA	comp252099_c0_seq1
c011974	adi_EST_assem_11291	NA	NA	NA	Contig_13752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251319_c0_seq2
c021237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp28496_c0_seq1	comp14474_c0_seq1	NA	NA
c021233	adi_EST_assem_23401	NA	NA	NA	Contig_37029	isotig05561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021231	adi_EST_assem_17758	NA	NA	NA	Contig_7128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012994	adi_EST_assem_15250	NA	isotig04353	NA	Contig_37884	isotig10723	NA	NA	comp8797_c0_seq1	NA	NA	NA	Unigene125016_Mix_Normal_N	NA	NA	comp22401_c0_seq1	NA	NA	NA
c012990	adi_EST_assem_21818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp241043_c0_seq3
c012992	adi_EST_assem_3093	NA	isotig04626	NA	Contig_25938	NA	comp671_c0_seq1	comp1480_c0_seq1	NA	NA	jgi|Nemve1|244812|estExt_fgenesh1_pg.C_1350010	NA	Unigene46457_Mix_Normal_N	c14964_g1_i1	NA	comp1132_c0_seq1	comp238_c0_seq1	Spi_isotig01958	comp242650_c0_seq1
c019340	adi_EST_assem_15535	NA	NA	NA	F66KHFO01CGIVG	G3MV2BB01B7VEB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c019342	NA	NA	NA	Locus_95424_Transcript_1/1_Confidence_0.000_Length_1124	Contig_4017	NA	comp77_c0_seq1	comp35759_c0_seq1	NA	NA	jgi|Nemve1|239511|estExt_fgenesh1_pg.C_160012	isotig03371	Unigene46049_Mix_Normal_N	NA	bu_91849.1_c55916	comp992_c0_seq2	comp567_c0_seq1	Spi_isotig07093	comp253454_c0_seq1
c001873m	adi_EST_assem_8516	NA	NA	NA	Contig_37267	NA	comp17189_c0_seq1	NA	comp6388_c0_seq1	NA	NA	NA	Unigene153148_Mix_Normal_N	NA	NA	NA	NA	NA	comp118396_c0_seq1
c016341	adi_EST_assem_2637	NA	NA	NA	Contig_17979	NA	comp13713_c0_seq1	NA	comp22326_c0_seq1	NA	NA	NA	Unigene126006_Mix_Normal_N	c14086_g1_i3	bu_91849.1_c25094	comp3713_c3_seq2	NA	Spi_isotig05140	comp242745_c0_seq2
c016343	adi_EST_assem_7664	NA	isotig00213	NA	Contig_14077	isotig11209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014584	adi_EST_assem_5958	NA	isotig07053	NA	Contig_28695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015500	NA	NA	NA	NA	Contig_15716	isotig16076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011614	adi_EST_assem_20318	NA	NA	NA	Contig_23869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011610	adi_EST_assem_594	comp46451_c0_seq1	isotig05331	NA	NA	isotig09818	comp16058_c1_seq1	NA	comp12655_c0_seq3	CCHW7838.b1	jgi|Nemve1|101020|e_gw.59.66.1	NA	Unigene154045_Mix_Normal_N	c12399_g1_i1	NA	comp4111_c0_seq1	NA	NA	comp256547_c0_seq2
c031727	NA	NA	NA	NA	Contig_32687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250331_c0_seq1
c005905	adi_EST_assem_12535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251676_c1_seq1
c001489	adi_EST_assem_3771	NA	NA	NA	NA	NA	NA	NA	comp6381_c1_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254289_c0_seq1
c001483	adi_EST_assem_4372	NA	NA	NA	NA	NA	NA	NA	comp14229_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250447_c0_seq1
c004768m	NA	NA	isotig04664	NA	Contig_7055	isotig10533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002597	adi_EST_assem_2603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256617_c1_seq1
c006682	adi_EST_assem_20210	NA	NA	NA	Contig_8151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c025050	adi_EST_assem_9398	NA	isotig20936	NA	NA	isotig17425	comp5383_c0_seq1	NA	comp69233_c0_seq1	NA	NA	NA	Unigene25491_Mix_Normal_N	NA	NA	comp4434_c0_seq2	NA	NA	comp240117_c0_seq1
c001250p	adi_EST_assem_16382	comp77645_c0_seq1	NA	NA	Contig_8760	NA	comp26061_c0_seq2	NA	NA	NA	jgi|Nemve1|136836|e_gw.384.2.1	NA	NA	NA	NA	NA	NA	NA	NA
c007887	adi_EST_assem_13429	NA	NA	NA	NA	NA	comp15827_c0_seq4	NA	NA	NA	NA	NA	Unigene122291_Mix_Normal_N	c13841_g1_i4	bu_91849.1_c19541	comp16967_c0_seq1	NA	NA	comp260923_c0_seq4
c008852	adi_EST_assem_7046	NA	NA	NA	Contig_7207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008858	adi_EST_assem_5721	NA	NA	NA	Contig_30231	isotig09296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003643	adi_EST_assem_1042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp263501_c0_seq5
c003647	adi_EST_assem_2220	NA	NA	NA	Contig_3802	NA	NA	comp5431_c0_seq1	NA	NA	NA	NA	Unigene137211_Mix_Normal_N	NA	NA	comp1325_c0_seq1	NA	NA	NA
c012678	adi_EST_assem_7116	NA	isotig01515	NA	Contig_19370	NA	comp40958_c0_seq1	NA	NA	NA	NA	NA	NA	c11987_g1_i1	bu_91849.1_c12211	NA	NA	NA	comp255940_c0_seq2
c007550	NA	comp21292_c0_seq1	NA	Locus_55307_Transcript_1/1_Confidence_0.000_Length_3550	Contig_2990	NA	NA	comp32527_c0_seq1	comp25173_c0_seq3	NA	jgi|Nemve1|159517|estExt_gwp.C_80165	NA	Unigene78914_Mix_Normal_N	NA	NA	NA	NA	NA	comp257322_c2_seq1
c012673	adi_EST_assem_5816	NA	NA	NA	Contig_10234	isotig09779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012675	adi_EST_assem_12914	NA	NA	NA	Contig_10631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256566_c0_seq1
c004225	NA	NA	NA	NA	NA	NA	NA	NA	comp36001_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp244636_c0_seq2
c004229	adi_EST_assem_1711	NA	NA	NA	Contig_40051	NA	comp66765_c0_seq1	NA	comp23292_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253342_c0_seq4
c029005	adi_EST_assem_13231	NA	NA	NA	Contig_19866	NA	NA	comp15422_c0_seq4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp232384_c0_seq3
c001110	adi_EST_assem_4798	NA	NA	NA	NA	NA	comp104305_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258816_c0_seq1
c019851	adi_EST_assem_2948	NA	NA	NA	Contig_5050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene28130_Mix_Normal_N	NA	NA	NA	NA	NA	comp258064_c0_seq2
c000857m	adi_EST_assem_2783	NA	NA	NA	NA	NA	comp21028_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp261990_c0_seq2
c000076p	adi_EST_assem_160	NA	NA	NA	Contig_38095	NA	NA	NA	comp2074_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258927_c2_seq1
c015166	adi_EST_assem_13693	NA	NA	NA	Contig_5081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004575	adi_EST_assem_9059	NA	NA	NA	Contig_18980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004576	adi_EST_assem_3856	NA	NA	NA	Contig_35566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005573	adi_EST_assem_1336	comp31863_c0_seq1	NA	NA	Contig_6987	NA	comp5705_c0_seq2	comp11915_c0_seq1	comp18839_c0_seq4	NA	jgi|Nemve1|165393|estExt_gwp.C_590202	NA	NA	NA	NA	NA	NA	NA	comp247547_c0_seq1
c009013	adi_EST_assem_17661	NA	NA	NA	Contig_2136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005579	adi_EST_assem_1289	NA	NA	NA	Contig_6081	NA	comp41815_c0_seq1	comp125079_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp85570_c0_seq1	NA	NA	comp261507_c0_seq1
c020347	adi_EST_assem_24473	NA	NA	NA	Contig_13391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
